frame	acquisition	preprocessing	tracking	integration	raycasting	rendering	computation	total    	X          	Y          	Z         	tracked   	integrated
52	0.0003877061	0.0427208510	0.0498888260	0.2117615170	0.1928254350	0.1934067351	0.4971966289	0.6909910701	-0.2446194887	-0.0026612282	-0.0044878721	1        	1
53	0.0005166500	0.0427829800	0.0506624060	0.2127553159	0.1919532251	0.0008516440	0.4981539270	0.4995222210	-0.2465721369	-0.0050342083	-0.0077338219	1        	1
54	0.0003233401	0.0428225631	0.0475558869	0.2110777029	0.1916519960	0.0008554400	0.4931081489	0.4942869290	-0.2590349913	-0.0066354275	-0.0019559860	1        	1
55	0.0005632108	0.0428307082	0.0552065989	0.2118804890	0.1919204439	0.0008647891	0.5018382401	0.5032662400	-0.2615240812	-0.0060446262	-0.0022715330	1        	1
56	0.0003272882	0.0427413979	0.0365940540	0.2101532300	0.1921700491	0.1943219770	0.4816587309	0.6763079960	-0.2814599276	-0.0054106712	0.0069110394	1        	1
57	0.0003061949	0.0428380209	0.0448479701	0.2098880268	0.1918262851	0.0008700411	0.4894003030	0.4905765390	-0.2863961458	-0.0079281330	0.0075154305	1        	1
58	0.0004672292	0.0428493558	0.0520792021	0.2141123048	0.1921952860	0.0008575250	0.5012361489	0.5025609031	-0.2963441610	-0.0088982582	0.0102884769	1        	1
59	0.0003545610	0.0427700698	0.0453284341	0.2108549860	0.1921209621	0.0008585439	0.4910744519	0.4922875569	-0.3101137877	-0.0064530373	0.0159252882	1        	1
60	0.0004590701	0.0428082859	0.0605751260	0.2142902140	0.1926146972	0.1943038278	0.5102883230	0.7050512210	-0.3129678965	-0.0080807209	0.0140366554	1        	1
61	0.0003091600	0.0429308030	0.0505385599	0.2116304571	0.1928532361	0.0008537490	0.4979530561	0.4991159651	-0.3197128773	-0.0097904205	0.0137996674	1        	1
62	0.0004648180	0.0429512700	0.0421257319	0.2151550981	0.1934597830	0.0008553530	0.4936918830	0.4950120540	-0.3434196711	-0.0093402863	0.0241189003	1        	1
63	0.0003256479	0.0429878321	0.0422198779	0.2124642110	0.1941325511	0.0008540968	0.4918044722	0.4929842169	-0.3521649837	-0.0105454922	0.0252541304	1        	1
64	0.0004681582	0.0430114940	0.0504244980	0.2138267709	0.1945632291	0.1966952528	0.5018259920	0.6989894030	-0.3647623062	-0.0092751980	0.0298200846	1        	1
65	0.0003151339	0.0430773220	0.0397098621	0.2162699199	0.1953141440	0.0008578419	0.4943712479	0.4955442238	-0.3784689903	-0.0094847679	0.0335351229	1        	1
66	0.0004870850	0.0434738512	0.0506802900	0.2171116679	0.1958251852	0.0008582890	0.5070909942	0.5084363681	-0.3892027140	-0.0082263947	0.0355037451	1        	1
67	0.0003281140	0.0430706090	0.0456511721	0.2188529759	0.1964671642	0.0008498749	0.5040419211	0.5052199101	-0.3997896910	-0.0055539608	0.0377272367	1        	1
68	0.0005652180	0.0435182380	0.0459034168	0.2236525351	0.1965581831	0.1990018550	0.5096323730	0.7091994460	-0.4104704857	-0.0057244301	0.0370372534	1        	1
69	0.0003095130	0.0431335191	0.0458315730	0.2234458481	0.1970125749	0.0008457201	0.5094235151	0.5105787481	-0.4197112322	-0.0056252480	0.0415058136	1        	1
70	0.0005398390	0.0431482869	0.0455231930	0.2253139091	0.1970996719	0.0008477641	0.5110850609	0.5124726640	-0.4286429882	-0.0037751198	0.0411416292	1        	1
71	0.0003273590	0.0432718310	0.0461548329	0.2252497992	0.1975223790	0.0008379039	0.5121988421	0.5133641050	-0.4363546371	-0.0032238960	0.0380687714	1        	1
72	0.0003194811	0.0432398769	0.0433844111	0.2340720699	0.1975112571	0.2007982950	0.5182076150	0.7193253911	-0.4522038698	0.0019538403	0.0410100222	1        	1
73	0.0005003579	0.0436128951	0.0595987861	0.2363236379	0.1976911630	0.0008308659	0.5372264821	0.5385577059	-0.4622075558	0.0034132004	0.0426318645	1        	1
74	0.0003252770	0.0432732601	0.0439782189	0.2342935221	0.1985579859	0.0008246370	0.5201029871	0.5212529011	-0.4644370079	0.0052187443	0.0395028591	1        	1
75	0.0005363170	0.0431867931	0.0440448669	0.2323327139	0.1989887601	0.0008304019	0.5185531341	0.5199198530	-0.4664329290	0.0089848042	0.0366920233	1        	1
76	0.0003692240	0.0430946301	0.0525849028	0.2383721462	0.1999214238	0.2034796742	0.5339731029	0.7378220011	-0.4638717175	0.0121171474	0.0285794735	1        	1
77	0.0005142179	0.0430715419	0.0467324301	0.2351917010	0.2002438719	0.0008218260	0.5252395449	0.5265755889	-0.4646030664	0.0125250816	0.0217385292	1        	1
78	0.0003268148	0.0430558240	0.0438425161	0.2424323740	0.2005449280	0.0008156321	0.5298756422	0.5310180890	-0.4627189636	0.0137188435	0.0145401955	1        	1
79	0.0004700699	0.0429794979	0.0470156141	0.2380654500	0.2010660109	0.0008107382	0.5291265729	0.5304073810	-0.4699463844	0.0169990063	0.0124080181	1        	1
80	0.0003692310	0.0428169831	0.0443561310	0.2387826729	0.2012471030	0.2059466420	0.5272028900	0.7335187630	-0.4730747938	0.0198218822	0.0086792707	1        	1
81	0.0004662450	0.0428764950	0.0473788120	0.2445075419	0.2021419480	0.0008083829	0.5369047970	0.5381794248	-0.4844419956	0.0188016891	0.0116642714	1        	1
82	0.0003273159	0.0429231720	0.0475920259	0.2457299992	0.2022096089	0.0008072550	0.5384548060	0.5395893769	-0.4929848909	0.0189814568	0.0111448765	1        	1
83	0.0004916629	0.0429013202	0.0478554009	0.2404447650	0.2023931411	0.0008042390	0.5335946272	0.5348905290	-0.5010123253	0.0208036900	0.0080070496	1        	1
84	0.0003223091	0.0429737470	0.0481377770	0.2437370219	0.2027942601	0.2086653758	0.5376428061	0.7466304910	-0.5134938955	0.0197098255	0.0081993341	1        	1
85	0.0003525361	0.0429663318	0.0497306990	0.2546559991	0.2025697820	0.0007906279	0.5499228120	0.5510659760	-0.5275366306	0.0204753876	0.0085638762	1        	1
86	0.0004492921	0.0429891958	0.0584678131	0.2584638840	0.2029284439	0.0007996801	0.5628493368	0.5640983090	-0.5419396162	0.0213980675	0.0126105547	1        	1
87	0.0003222818	0.0430868221	0.0473919960	0.2564433899	0.2027490570	0.0007885350	0.5496712651	0.5507820819	-0.5523341894	0.0202026367	0.0122259855	1        	1
88	0.0005264380	0.0430156218	0.0533209781	0.2587600320	0.2031768381	0.2095933449	0.5582734700	0.7683932530	-0.5651296377	0.0205094814	0.0125378370	1        	1
89	0.0003064731	0.0430047079	0.0430294201	0.2470709370	0.2029965119	0.0007890442	0.5361015769	0.5371970942	-0.5741369724	0.0206985474	0.0126872063	1        	1
90	0.0005016231	0.0431041869	0.0490960469	0.2604443780	0.2031376101	0.0007871850	0.5557822220	0.5570710301	-0.5817641020	0.0189821720	0.0114566088	1        	1
91	0.0003595010	0.0431150289	0.0488958170	0.2549584750	0.2033917231	0.0007976368	0.5503610440	0.5515181818	-0.5963557959	0.0176131725	0.0144836903	1        	1
92	0.0004588000	0.0431858371	0.0461751369	0.2648691849	0.2033958549	0.2109963251	0.5576260139	0.7690811390	-0.6117583513	0.0196020603	0.0196567774	1        	1
93	0.0003116941	0.0431197779	0.0441094020	0.2563820609	0.2034850160	0.0007851620	0.5470962569	0.5481931129	-0.6159514189	0.0188393593	0.0162564516	1        	1
94	0.0005510019	0.0432128911	0.0551621020	0.2555562740	0.2034977169	0.0007824020	0.5574289840	0.5587623878	-0.6232988834	0.0163381100	0.0157873631	1        	1
95	0.0003212802	0.0432170460	0.0515013090	0.2581878549	0.2038017591	0.0007850591	0.5567079689	0.5578143082	-0.6363880634	0.0174891949	0.0223513842	1        	1
96	0.0004843830	0.0432145419	0.0466656950	0.2652800861	0.2041598780	0.2120616010	0.5593202009	0.7718661849	-0.6467659473	0.0172395706	0.0218966007	1        	1
97	0.0003105709	0.0432052279	0.0405805281	0.2660645510	0.2040174650	0.0007861219	0.5538677720	0.5549644649	-0.6521543860	0.0143151283	0.0237696171	1        	1
98	0.0004928862	0.0432557238	0.0785334671	0.2529482529	0.2039798710	0.0007831950	0.5787173149	0.5799933961	-0.6669270396	0.0136945248	0.0278804302	1        	1
99	0.0003262451	0.0432593350	0.0498953760	0.2643469691	0.2039316050	0.0007801801	0.5614332850	0.5625397102	-0.6731988788	0.0152039528	0.0309846401	1        	1
100	0.0003839950	0.0431833770	0.0531008020	0.2671882981	0.2038980948	0.2126392771	0.5673705719	0.7803938440	-0.6806291342	0.0146999359	0.0350279808	1        	1
101	0.0004633190	0.0432146660	0.0441906261	0.2600550319	0.2039373911	0.0007874479	0.5513977150	0.5526484819	-0.6896268129	0.0130453110	0.0410130024	1        	1
102	0.0003277480	0.0432895378	0.0508824731	0.2606209649	0.2038677121	0.0007828481	0.5586606879	0.5597712840	-0.6936693788	0.0115754604	0.0426406860	1        	1
103	0.0005313379	0.0432021481	0.0512529770	0.2532547479	0.2036314050	0.0007845501	0.5513412780	0.5526571660	-0.7041451931	0.0108644962	0.0492393970	1        	1
104	0.0003254048	0.0432263222	0.0516184641	0.2640814069	0.2037236569	0.2132269922	0.5626498500	0.7762022470	-0.7166393995	0.0091259480	0.0620433092	1        	1
105	0.0005385610	0.0432761400	0.0465470098	0.2570051660	0.2037090221	0.0007828248	0.5505373380	0.5518587239	-0.7193863988	0.0089621544	0.0638421774	1        	1
106	0.0003528742	0.0431701839	0.0602783661	0.2637992138	0.2038724171	0.0007805270	0.5711201809	0.5722535821	-0.7260759473	0.0097546577	0.0688929558	1        	1
107	0.0004690490	0.0432078110	0.0494581191	0.2592013890	0.2037215009	0.0007788381	0.5555888200	0.5568367071	-0.7264872193	0.0064842701	0.0652073622	1        	1
108	0.0003826900	0.0432000801	0.0583170371	0.2627666339	0.2039188640	0.2133970540	0.5682026150	0.7819823590	-0.7366125584	0.0051522255	0.0736348629	1        	1
109	0.0005293360	0.0432228979	0.0538061350	0.2666055281	0.2041256549	0.0007897140	0.5677602158	0.5690792659	-0.7377863526	0.0053205490	0.0747333765	1        	1
110	0.0003207640	0.0432592330	0.0486394749	0.2681993942	0.2037195929	0.0007897499	0.5638176950	0.5649282089	-0.7468827963	0.0046391487	0.0830584764	1        	1
111	0.0004880400	0.0433154369	0.0635663120	0.2669710249	0.2035365500	0.0007819491	0.5773893239	0.5786593130	-0.7531630993	0.0034022331	0.0897364616	1        	1
112	0.0003596570	0.0432803738	0.0582868021	0.2541155471	0.2034632510	0.2137319918	0.5591459740	0.7732376228	-0.7600391507	0.0038483143	0.0976076126	1        	1
113	0.0003048759	0.0432849471	0.0498656321	0.2566425148	0.2032621421	0.0007932349	0.5530552361	0.5541533469	-0.7652319670	0.0037496090	0.1017960310	1        	1
114	0.0004655481	0.0433369009	0.0501313580	0.2601585770	0.2033946591	0.0007833811	0.5570214950	0.5582704241	-0.7748562098	0.0034937859	0.1141023636	1        	1
115	0.0003210991	0.0433483999	0.0505066181	0.2646570608	0.2032723580	0.0007961141	0.5617844369	0.5629016501	-0.7767276168	0.0034170151	0.1159087420	1        	1
116	0.0011281180	0.0458589022	0.0477614470	0.2557265740	0.2031876908	0.2137499182	0.5525346140	0.7674126502	-0.7861117721	0.0060820580	0.1279906034	1        	1
117	0.0003327881	0.0432596740	0.0496664308	0.2578176782	0.2031899930	0.0007807468	0.5539337760	0.5550473109	-0.7940053344	0.0091087818	0.1383932829	1        	1
118	0.0005458691	0.0433190800	0.0843345430	0.2567106320	0.2030341779	0.0007796360	0.5873984329	0.5887239380	-0.7998474836	0.0075619221	0.1425602436	1        	1
119	0.0003243720	0.0433216712	0.0857348719	0.2606541270	0.2027468169	0.0007855901	0.5924574870	0.5935674491	-0.8061851859	0.0070774555	0.1495316029	1        	1
120	0.0004735910	0.0433436190	0.0862241429	0.2508724651	0.2024344869	0.2132217591	0.5828747139	0.7965700640	-0.8132842183	0.0082507133	0.1577543020	1        	1
121	0.0003397481	0.0433569381	0.0520089369	0.2602813470	0.2024106111	0.0007757191	0.5580578330	0.5591733002	-0.8223797679	0.0078749657	0.1755974293	1        	1
122	0.0004725200	0.0433752590	0.0523985289	0.2589526922	0.2023772958	0.0007783300	0.5571037759	0.5583546259	-0.8239167929	0.0091874599	0.1764296293	1        	1
123	0.0003219880	0.0433341330	0.0880961060	0.2571428840	0.2021915682	0.0007807249	0.5907646911	0.5918674041	-0.8295451999	0.0134568214	0.1827477217	1        	1
124	0.0004884000	0.0432937250	0.0628637401	0.2512557090	0.2023949649	0.2135476461	0.5598081390	0.7738441851	-0.8394089937	0.0142152309	0.1986461878	1        	1
125	0.0003108380	0.0433055640	0.0495126550	0.2590894231	0.2021997669	0.0007776981	0.5541074090	0.5551959451	-0.8438860774	0.0141401291	0.2036935091	1        	1
126	0.0005231870	0.0432750040	0.0538727259	0.2682130171	0.2018824208	0.0007860132	0.5672431679	0.5685523681	-0.8485347629	0.0152845383	0.2109594345	1        	1
127	0.0003238951	0.0432838860	0.0536887108	0.2592674112	0.2020294028	0.0007782711	0.5582694109	0.5593715771	-0.8579471111	0.0162343979	0.2279711962	1        	1
128	0.0003213061	0.0433620240	0.0563988159	0.2478670350	0.2025220019	0.2134808882	0.5501498769	0.7639520711	-0.8634582758	0.0160467625	0.2337027788	1        	1
129	0.0004469561	0.0433549879	0.0528533761	0.2495432580	0.2016528710	0.0007831180	0.5474044930	0.5486345671	-0.8675732017	0.0163900852	0.2404122353	1        	1
130	0.0003204839	0.0432888640	0.0531356360	0.2659498639	0.2020000941	0.0007860179	0.5643744580	0.5654809598	-0.8762311935	0.0162091255	0.2585840225	1        	1
131	0.0005374171	0.0433029968	0.0570901250	0.2572284390	0.2023526512	0.0007869769	0.5599742120	0.5612986060	-0.8799470663	0.0166225433	0.2626650333	1        	1
132	0.0003311329	0.0432827282	0.0582256238	0.2575860091	0.2021336691	0.2140233819	0.5612280301	0.7755825450	-0.8799354434	0.0163834095	0.2603586912	1        	1
133	0.0005312671	0.0432908109	0.0641350250	0.2446295889	0.2023009111	0.0007820430	0.5543563359	0.5556696460	-0.8906164765	0.0166120529	0.2794530392	1        	1
134	0.0003279999	0.0433585900	0.0549197630	0.2442834789	0.2029181260	0.0007983572	0.5454799579	0.5466063151	-0.8993547559	0.0191533566	0.2958508730	1        	1
135	0.0004902901	0.0432496390	0.0592125729	0.2418592891	0.2033123760	0.0007760448	0.5476338770	0.5489002119	-0.9025002718	0.0196137428	0.2997957468	1        	1
136	0.0003233501	0.0432223540	0.0559041949	0.2567902659	0.2036707890	0.2162433760	0.5595876039	0.7761543300	-0.9096369743	0.0196611881	0.3119940758	1        	1
137	0.0004754681	0.0431834550	0.0600651149	0.2583200720	0.2044742531	0.0007787428	0.5660428950	0.5672971059	-0.9148638844	0.0199766159	0.3211994171	1        	1
138	0.0003240730	0.0431672840	0.0598340910	0.2578320440	0.2050780701	0.0007805938	0.5659114891	0.5670161559	-0.9205390215	0.0191161633	0.3259451389	1        	1
139	0.0005283949	0.0431908730	0.0505245342	0.2623268848	0.2055642360	0.0007833152	0.5616065280	0.5629182381	-0.9269042015	0.0169813633	0.3311327696	1        	1
140	0.0003223221	0.0432397230	0.0629960850	0.2532174750	0.2063759048	0.2194288310	0.5658291879	0.7855803410	-0.9359747171	0.0175857544	0.3453546762	1        	1
141	0.0004750639	0.0432456899	0.0623419331	0.2699694838	0.2076699121	0.0007828530	0.5832270191	0.5844849360	-0.9415566325	0.0188465118	0.3509390354	1        	1
142	0.0003552199	0.0432093700	0.0557431302	0.2739627478	0.2076950131	0.0007812739	0.5806102611	0.5817467549	-0.9508526921	0.0189871788	0.3656665087	1        	1
143	0.0003191961	0.0432114669	0.0561186061	0.2649515970	0.2085766878	0.0007831540	0.5728583578	0.5739607080	-0.9559394717	0.0209696293	0.3756484985	1        	1
144	0.0004780791	0.0431313580	0.0568940639	0.2555320009	0.2091038150	0.2230827070	0.5646612379	0.7882220240	-0.9623591900	0.0227599144	0.3835700750	1        	1
145	0.0003389630	0.0431727171	0.0563392800	0.2626571308	0.2095055510	0.0007819980	0.5716746789	0.5727956400	-0.9678221345	0.0217378139	0.3902850151	1        	1
146	0.0005077841	0.0431132298	0.0670995312	0.2718920289	0.2102357962	0.0007911548	0.5923405860	0.5936395249	-0.9736893177	0.0219643116	0.3996927738	1        	1
147	0.0003224600	0.0431443059	0.0611005481	0.2686474379	0.2107908591	0.0007878880	0.5836831511	0.5847934990	-0.9840693474	0.0212171078	0.4205632210	1        	1
148	0.0004614710	0.0431873458	0.0575518252	0.2608624059	0.2112055861	0.2251579699	0.5728071630	0.7984266039	-0.9854207635	0.0208604336	0.4239920378	1        	1
149	0.0003101469	0.0431665501	0.0624555380	0.2708994099	0.2116968210	0.0007800290	0.5882183190	0.5893084949	-0.9897699356	0.0216825008	0.4350277185	1        	1
150	0.0004799680	0.0431874460	0.0627770582	0.2708871230	0.2121414640	0.0007916898	0.5889930911	0.5902647490	-0.9934689999	0.0214459896	0.4437798262	1        	1
151	0.0003241661	0.0432301450	0.0591059069	0.2724259570	0.2153936280	0.0007738899	0.5901556369	0.5912536930	-0.9970000982	0.0219285488	0.4534920454	1        	1
152	0.0005276620	0.0432024342	0.0534145888	0.2778709072	0.2129651890	0.2269166938	0.5874531192	0.8148974751	-0.9999318123	0.0231964588	0.4643558264	1        	1
153	0.0003079339	0.0431889561	0.0984998189	0.2774589499	0.2132106000	0.0007929232	0.6323583249	0.6334591820	-1.0035822392	0.0221507549	0.4728879929	1        	1
154	0.0004840659	0.0431914241	0.0616740580	0.2650331710	0.2135596680	0.0007815599	0.5834583212	0.5847239469	-1.0081869364	0.0217387676	0.4851832390	1        	1
155	0.0003789200	0.0432090140	0.0615982572	0.2690689298	0.2140008991	0.0007825850	0.5878771001	0.5890386051	-1.0097832680	0.0206217766	0.4928076267	1        	1
156	0.0003873790	0.0431888700	0.0665410571	0.2717630218	0.2145057970	0.2286304112	0.5959987459	0.8250165361	-1.0144582987	0.0217161179	0.5077426434	1        	1
157	0.0004916580	0.0431895282	0.0636588179	0.2671310951	0.2148285329	0.0007988790	0.5888079740	0.5900985110	-1.0165572166	0.0223386288	0.5183808804	1        	1
158	0.0003222281	0.0431750170	0.0617722229	0.2644107770	0.2153346150	0.0007807910	0.5846926318	0.5857956510	-1.0197792053	0.0226042271	0.5349104404	1        	1
159	0.0005130360	0.0431741760	0.0629419070	0.2726440120	0.2157606909	0.0007813622	0.5945207858	0.5958151841	-1.0203795433	0.0219085217	0.5426785946	1        	1
160	0.0003709248	0.0431834070	0.0612440440	0.2785587781	0.2160703610	0.2300812809	0.5990565901	0.8295087959	-1.0215967894	0.0232334137	0.5581569672	1        	1
161	0.0004526379	0.0431945729	0.0747363060	0.2657142901	0.2166087481	0.0007823149	0.6002539170	0.6014888699	-1.0212856531	0.0238523483	0.5689054728	1        	1
