frame	acquisition	preprocessing	tracking	integration	raycasting	rendering	computation	total    	X          	Y          	Z         	tracked   	integrated
11	0.0003351581	0.0395166189	0.0474352632	0.2027949630	0.1818705169	0.0008585881	0.4716173620	0.4728111082	-0.0069129467	0.0004067421	0.0015646219	1        	1
12	0.0005923500	0.0397141110	0.0584100429	0.2051980640	0.1825395701	0.1844952870	0.4858617880	0.6709494251	-0.0068243742	0.0000526905	0.0007611513	1        	1
13	0.0003579610	0.0397099869	0.0473438001	0.2087246939	0.1823242251	0.0008632790	0.4781027059	0.4793239459	-0.0100193024	-0.0002312660	0.0013161898	1        	1
14	0.0003374750	0.0399189990	0.0475697410	0.2087515399	0.1823201450	0.0008653861	0.4785604249	0.4797632860	-0.0095467567	0.0007188320	0.0007410049	1        	1
15	0.0004989281	0.0398562029	0.0430756041	0.1975949940	0.1824784609	0.0008580510	0.4630052620	0.4643622411	-0.0133174658	0.0020396709	0.0015351772	1        	1
16	0.0003366040	0.0401348632	0.0476497158	0.2054000860	0.1826582991	0.1850393240	0.4758429641	0.6612188921	-0.0121372938	0.0004093647	0.0004673004	1        	1
17	0.0004932489	0.0402590500	0.0614461191	0.2106598711	0.1827459109	0.0008877029	0.4951109511	0.4964919030	-0.0147656202	-0.0012848377	-0.0010545254	1        	1
18	0.0003390498	0.0404023761	0.0531117090	0.2058906229	0.1827795801	0.0008905050	0.4821842881	0.4834138430	-0.0160404444	-0.0010712147	-0.0000125170	1        	1
19	0.0005338411	0.0406367769	0.0601340490	0.1993693891	0.1827865879	0.0008606820	0.4829268029	0.4843213260	-0.0175901651	-0.0009219646	-0.0004409552	1        	1
20	0.0004012091	0.0408645379	0.0569502090	0.2088665960	0.1830375730	0.1855297300	0.4897189159	0.6756498551	-0.0207785368	-0.0021898746	-0.0008227825	1        	1
21	0.0005335659	0.0411317050	0.0657337080	0.2095599249	0.1836557852	0.0011441649	0.5000811231	0.5017588539	-0.0236855745	-0.0012741089	-0.0004739761	1        	1
22	0.0003374519	0.0412992290	0.0633287751	0.2070292791	0.1838448148	0.0008854691	0.4955020980	0.4967250191	-0.0296038389	-0.0021119118	-0.0009405613	1        	1
23	0.0005250061	0.0416015710	0.0479081839	0.2046075861	0.1838201929	0.0008517080	0.4779375340	0.4793142481	-0.0291503668	-0.0029840469	-0.0025973320	1        	1
24	0.0003373900	0.0421023720	0.0619666060	0.2037389260	0.1839029051	0.1863801989	0.4917108091	0.6784283980	-0.0367739201	-0.0014643669	-0.0031934977	1        	1
25	0.0005562659	0.0418660692	0.0490436829	0.2043369270	0.1845721800	0.0008573339	0.4798188591	0.4812324590	-0.0383737087	-0.0000782013	-0.0039559603	1        	1
26	0.0003370391	0.0420913170	0.0416401899	0.2076487672	0.1845661688	0.0008551232	0.4759464429	0.4771386052	-0.0441532135	-0.0016400814	-0.0030534267	1        	1
27	0.0005264839	0.0422077721	0.0842956230	0.2117106749	0.1850933621	0.0008573660	0.5233074322	0.5246912821	-0.0496131182	-0.0023102760	-0.0052897930	1        	1
28	0.0003363120	0.0423245360	0.0456922080	0.2115863571	0.1853105568	0.1878278141	0.4849136579	0.6730777840	-0.0546813011	-0.0007917881	-0.0056345463	1        	1
29	0.0003182131	0.0424398480	0.0473886260	0.2031954450	0.1858311510	0.0008516998	0.4788550700	0.4800249829	-0.0600655079	-0.0004293919	-0.0083180666	1        	1
30	0.0005061531	0.0425472429	0.0553285559	0.2045121430	0.1859027760	0.0008578410	0.4882907178	0.4896547119	-0.0694777966	-0.0011463165	-0.0063406229	1        	1
31	0.0003333129	0.0425972671	0.0398837130	0.2120718809	0.1864514879	0.0008501890	0.4810043490	0.4821878509	-0.0774953365	-0.0004746914	-0.0082557201	1        	1
32	0.0005033081	0.0425441770	0.0715724060	0.2045822360	0.1868687910	0.1893179179	0.5055676100	0.6953888361	-0.0828266144	-0.0001127720	-0.0104732513	1        	1
33	0.0003502180	0.0432008610	0.0514496120	0.2073188950	0.1877995341	0.0008611449	0.4897689021	0.4909802650	-0.0901142359	-0.0004127026	-0.0107920170	1        	1
34	0.0005915419	0.0425922091	0.0495319280	0.2075019190	0.1878537389	0.0008730032	0.4874797950	0.4889443400	-0.1180249453	-0.0011122227	-0.0111556053	1        	1
35	0.0003771540	0.0425922980	0.0531144300	0.2081738531	0.1878574898	0.0008765562	0.4917380710	0.4929917811	-0.1214808226	-0.0003237724	-0.0138040781	1        	1
36	0.0005870811	0.0425793130	0.0460220729	0.2094643700	0.1882442751	0.1911764219	0.4863100310	0.6780735340	-0.1265902519	0.0005407333	-0.0155513287	1        	1
37	0.0003593990	0.0426214261	0.0389570119	0.2096684100	0.1884242820	0.0008480242	0.4796711300	0.4808785531	-0.1379108429	-0.0014338493	-0.0143233538	1        	1
38	0.0005959950	0.0426653621	0.0395800290	0.2141659630	0.1889459169	0.0008522000	0.4853572710	0.4868054660	-0.1486203671	-0.0021612644	-0.0135719776	1        	1
39	0.0003602749	0.0426877860	0.0423213560	0.2076417259	0.1890928710	0.0008495250	0.4817437390	0.4829535389	-0.1521432400	-0.0029492378	-0.0169782639	1        	1
40	0.0005999380	0.0427230368	0.0567760111	0.2140267910	0.1898454209	0.1918903021	0.5033712599	0.6958615000	-0.1617568731	-0.0045890808	-0.0162608624	1        	1
41	0.0003163649	0.0429395020	0.0566692301	0.2100735130	0.1897605578	0.0008513841	0.4994428030	0.5006105520	-0.1722580194	-0.0057063103	-0.0145394802	1        	1
42	0.0003366629	0.0429785252	0.0367518279	0.2129054770	0.1896914490	0.0008498589	0.4823272792	0.4835138009	-0.1853077412	-0.0041992664	-0.0123006105	1        	1
43	0.0005668739	0.0429790099	0.0463487660	0.2078655402	0.1897463219	0.0008866801	0.4869396379	0.4883931919	-0.1921555996	-0.0037879944	-0.0089761019	1        	1
44	0.0003365600	0.0430577849	0.0438664311	0.2100502779	0.1896544790	0.1921111331	0.4866289729	0.6790766660	-0.1988842487	-0.0043084621	-0.0110772848	1        	1
45	0.0004866561	0.0430158339	0.0413571182	0.2137023918	0.1896996710	0.0008509192	0.4877750149	0.4891125902	-0.2067346573	-0.0023992062	-0.0073632002	1        	1
46	0.0003356549	0.0429257571	0.0427170750	0.2059838860	0.1899187979	0.0008543029	0.4815455161	0.4827354739	-0.2126966715	-0.0018148422	-0.0072649717	1        	1
47	0.0005096882	0.0429585250	0.0391509938	0.2129089450	0.1899341850	0.0008529180	0.4849526489	0.4863152551	-0.2157908678	-0.0035755634	-0.0075606108	1        	1
48	0.0003627371	0.0429438478	0.0450300151	0.2090035910	0.1901662210	0.1926761030	0.4871436749	0.6801825149	-0.2203534842	-0.0038452148	-0.0064831972	1        	1
49	0.0005434919	0.0429156979	0.0446362121	0.2050174039	0.1907264511	0.0008502190	0.4832957650	0.4846894760	-0.2282519341	-0.0026302338	-0.0056761503	1        	1
50	0.0003652570	0.0428587529	0.0446339250	0.2110961240	0.1904206551	0.0008474709	0.4890094569	0.4902221849	-0.2426766157	-0.0029640198	-0.0007649660	1        	1
51	0.0005993089	0.0427854920	0.0499113810	0.2127998502	0.1911068659	0.0008567180	0.4966035890	0.4980596160	-0.2401397228	-0.0029978752	-0.0037461519	1        	1
52	0.0003325311	0.0427589531	0.0498109718	0.2103793581	0.1908979339	0.1933367681	0.4938472169	0.6875165161	-0.2446284294	-0.0026600361	-0.0044900179	1        	1
53	0.0005535970	0.0427299479	0.0499573210	0.2143482121	0.1911628740	0.0008553108	0.4981983551	0.4996072629	-0.2465796471	-0.0050323009	-0.0077360868	1        	1
54	0.0003348750	0.0427663540	0.0475322260	0.2072153890	0.1908027921	0.0008552219	0.4883167611	0.4895068579	-0.2590415478	-0.0066337585	-0.0019582510	1        	1
55	0.0005905861	0.0427830359	0.0551223911	0.2139257439	0.1911068710	0.0008568640	0.5029380419	0.5043854921	-0.2615236044	-0.0060434341	-0.0022736788	1        	1
56	0.0003358449	0.0427238760	0.0371303300	0.2039468330	0.1913428211	0.1937626388	0.4751438601	0.6692423439	-0.2814608812	-0.0054085255	0.0069096088	1        	1
57	0.0003162492	0.0427492298	0.0452103701	0.2044217270	0.1910556210	0.0008576161	0.4834369479	0.4846108132	-0.2864016294	-0.0079274178	0.0075136423	1        	1
58	0.0004943029	0.0428062731	0.0475777881	0.2123644329	0.1912156360	0.0008526100	0.4939641301	0.4953110430	-0.2963491678	-0.0088975430	0.0102864504	1        	1
59	0.0003365220	0.0427294150	0.0559515709	0.2051650111	0.1913709950	0.0008487999	0.4952169920	0.4964023139	-0.3100832701	-0.0064518452	0.0159255266	1        	1
60	0.0005006869	0.0428107781	0.0609105208	0.2120514091	0.1916969430	0.1944242960	0.5074696511	0.7023946340	-0.3129841089	-0.0080749989	0.0140365362	1        	1
61	0.0003163139	0.0428691169	0.0480963881	0.2060572091	0.1922248439	0.0008489010	0.4892475579	0.4904127729	-0.3196830750	-0.0097906590	0.0137982368	1        	1
62	0.0005682330	0.0428460999	0.0427139571	0.2125625510	0.1932207600	0.0008510880	0.4913433681	0.4927626890	-0.3434119225	-0.0093390942	0.0241179466	1        	1
63	0.0003653138	0.0429116550	0.0431257649	0.2113524370	0.1935038660	0.0008521040	0.4908937230	0.4921111409	-0.3521758318	-0.0105438232	0.0252524614	1        	1
64	0.0005749299	0.0429548491	0.0516387981	0.2083017880	0.1941315550	0.1964616128	0.4970269902	0.6940635329	-0.3647657633	-0.0092735291	0.0298191309	1        	1
65	0.0003523319	0.0429966280	0.0409325040	0.2162738959	0.1946261171	0.0008583560	0.4948291450	0.4960398329	-0.3784748316	-0.0094835758	0.0335339308	1        	1
66	0.0005332190	0.0430406751	0.0523215588	0.2186550281	0.1951303680	0.0008497969	0.5091476301	0.5105306460	-0.3892080784	-0.0082254410	0.0355024338	1        	1
67	0.0003555878	0.0430353652	0.0473266880	0.2183942199	0.1957710451	0.0008515671	0.5045273181	0.5057344730	-0.3997981548	-0.0055522919	0.0377264023	1        	1
68	0.0005290420	0.0430790060	0.0476644710	0.2162909249	0.1959265971	0.1987114239	0.5029609990	0.7022014649	-0.4104778767	-0.0057239532	0.0370359421	1        	1
69	0.0003330579	0.0430704439	0.0527776279	0.2247947310	0.1963318931	0.0008432420	0.5169746960	0.5181509960	-0.4197161198	-0.0056245327	0.0415050983	1        	1
70	0.0005945710	0.0433397151	0.0480775589	0.2259753901	0.1964521110	0.0008463510	0.5138447750	0.5152856971	-0.4286417961	-0.0037729740	0.0411410332	1        	1
71	0.0003369180	0.0432387199	0.0477904021	0.2227623491	0.1968536279	0.0008545890	0.5106450990	0.5118366061	-0.4363600016	-0.0032229424	0.0380676985	1        	1
72	0.0003371560	0.0435911978	0.0447960552	0.2411873438	0.1969167541	0.2006356609	0.5264913510	0.7274641679	-0.4522056580	0.0019543171	0.0410088301	1        	1
73	0.0005261921	0.0431892509	0.0614566570	0.2342871190	0.1970798450	0.0008289851	0.5360128719	0.5373680491	-0.4622062445	0.0034151077	0.0426313877	1        	1
74	0.0003373220	0.0432100690	0.0451905020	0.2311794341	0.1975632659	0.0008290741	0.5171432709	0.5183096670	-0.4644405842	0.0052206516	0.0395022631	1        	1
75	0.0004963479	0.0431603980	0.0454836860	0.2430535231	0.1983000659	0.0008244039	0.5299976731	0.5313184250	-0.4664357901	0.0089859962	0.0366909504	1        	1
76	0.0003712429	0.0430597931	0.0542573291	0.2339168680	0.1988740428	0.2036115730	0.5301080330	0.7340908488	-0.4638751745	0.0121183395	0.0285784006	1        	1
77	0.0005511050	0.0430477641	0.0490121380	0.2352622189	0.1994279481	0.0008321949	0.5267500691	0.5281333691	-0.4646050930	0.0125250816	0.0217375755	1        	1
78	0.0003343350	0.0430926010	0.0451303150	0.2481472811	0.2000406869	0.0008155061	0.5364108840	0.5375607251	-0.4627262354	0.0137193203	0.0145387650	1        	1
79	0.0005760938	0.0429170062	0.0481737130	0.2395812829	0.2002771329	0.0008196482	0.5309491351	0.5323448770	-0.4699503183	0.0169997215	0.0124070644	1        	1
80	0.0003324670	0.0427848811	0.0454693860	0.2430929521	0.2008037900	0.2056719598	0.5321510092	0.7381554360	-0.4730827808	0.0198225975	0.0086784363	1        	1
81	0.0005051249	0.0429024061	0.0488037330	0.2450931000	0.2008348801	0.0008085528	0.5376341192	0.5389477969	-0.4844470024	0.0188024044	0.0116635561	1        	1
82	0.0003343171	0.0429247911	0.0495774918	0.2345354820	0.2014458540	0.0007995809	0.5284836190	0.5296175170	-0.4929876328	0.0189824104	0.0111442804	1        	1
83	0.0005855840	0.0428344761	0.0496561660	0.2455680689	0.2016594470	0.0008068501	0.5397181581	0.5411105922	-0.5010125637	0.0208055973	0.0080068111	1        	1
84	0.0003332340	0.0433454630	0.0499327781	0.2470460609	0.2018911859	0.2083700341	0.5422154879	0.7509187560	-0.5134962797	0.0197105408	0.0081988573	1        	1
85	0.0003161931	0.0429551010	0.0502778338	0.2555281210	0.2017822191	0.0007916121	0.5505432750	0.5516510801	-0.5275388956	0.0204763412	0.0085631609	1        	1
86	0.0005698560	0.0429233799	0.0561869601	0.2579827688	0.2018373562	0.0007981299	0.5589304650	0.5602984510	-0.5419412851	0.0213983059	0.0126099586	1        	1
87	0.0003336079	0.0429747771	0.0496889590	0.2481981050	0.2019033190	0.0007869459	0.5427651601	0.5438857139	-0.5523351431	0.0202035904	0.0122253895	1        	1
88	0.0004959330	0.0430576731	0.0494534399	0.2518765971	0.2019751780	0.2096710510	0.5463628881	0.7565298721	-0.5651278496	0.0205104351	0.0125372410	1        	1
89	0.0003194930	0.0429536179	0.0443157051	0.2513710361	0.2021936539	0.0007956561	0.5408340129	0.5419491620	-0.5741356611	0.0206980705	0.0126862526	1        	1
90	0.0005473811	0.0429969679	0.0499537240	0.2653032949	0.2023607381	0.0007866810	0.5606147249	0.5619487870	-0.5817658901	0.0189828873	0.0114555359	1        	1
91	0.0003370901	0.0431277819	0.0502919899	0.2578969342	0.2023249478	0.0007878360	0.5536416539	0.5547665800	-0.5963587761	0.0176143646	0.0144826174	1        	1
92	0.0005118770	0.0431493090	0.0506808781	0.2597244980	0.2026384410	0.2107108999	0.5561931261	0.7674159030	-0.6117603779	0.0196030140	0.0196553469	1        	1
93	0.0003590430	0.0430566808	0.0454674740	0.2598571661	0.2031125380	0.0007867699	0.5514938589	0.5526396718	-0.6159539223	0.0188410282	0.0162550211	1        	1
94	0.0005568271	0.0431186699	0.0569118571	0.2493457240	0.2027727459	0.0007905802	0.5521489969	0.5534964041	-0.6233009100	0.0163388252	0.0157861710	1        	1
95	0.0003340950	0.0431206631	0.0518148970	0.2536366370	0.2030447619	0.0007825790	0.5516169590	0.5527336330	-0.6363906860	0.0174901485	0.0223500729	1        	1
96	0.0005885321	0.0431085399	0.0487758541	0.2598917540	0.2031069631	0.2117840950	0.5548831110	0.7672557381	-0.6467685103	0.0172398090	0.0218955278	1        	1
97	0.0003167021	0.0436033001	0.0434376909	0.2590904720	0.2032270171	0.0007839969	0.5493584801	0.5504591791	-0.6521630883	0.0143151283	0.0237683058	1        	1
98	0.0005992700	0.0432040209	0.0834902180	0.2673352619	0.2036638621	0.0007887459	0.5976933630	0.5990813789	-0.6669329405	0.0136945248	0.0278791189	1        	1
99	0.0003831771	0.0432587338	0.0530265630	0.2601996080	0.2032228960	0.0007823349	0.5597078009	0.5608733129	-0.6732050180	0.0152053833	0.0309833288	1        	1
100	0.0003662528	0.0432017930	0.0485053721	0.2648285059	0.2030992820	0.2122436969	0.5596349530	0.7722449028	-0.6806312203	0.0147004128	0.0350266695	1        	1
101	0.0004867068	0.0431812941	0.0452217660	0.2568916189	0.2034636810	0.0007872831	0.5487583601	0.5500323500	-0.6896296144	0.0130462646	0.0410116911	1        	1
102	0.0003383008	0.0431809591	0.0521290891	0.2577372449	0.2031543590	0.0007803100	0.5562016522	0.5573202630	-0.6936729550	0.0115759373	0.0426396132	1        	1
103	0.0004997910	0.0431795858	0.0524440091	0.2685001378	0.2035602741	0.0007937620	0.5676840069	0.5689775599	-0.7041430473	0.0108640194	0.0492383242	1        	1
104	0.0003356610	0.0432585930	0.0527599161	0.2570156520	0.2030491659	0.2125332542	0.5560833269	0.7689522421	-0.7166492939	0.0091276169	0.0620424747	1        	1
105	0.0012531618	0.0481950892	0.0479000530	0.2553870110	0.2031301979	0.0008127450	0.5546123511	0.5566782579	-0.7193867564	0.0089626312	0.0638409853	1        	1
106	0.0003352810	0.0431779441	0.0608968099	0.2537534381	0.2037212830	0.0007861829	0.5615494752	0.5626709391	-0.7260743976	0.0097556114	0.0688920021	1        	1
107	0.0006133758	0.0432149961	0.0498908029	0.2575275931	0.2030666950	0.0007787489	0.5537000871	0.5550922118	-0.7264924645	0.0064861774	0.0652065277	1        	1
108	0.0003850448	0.0431850441	0.0587002090	0.2615481110	0.2034041579	0.2131631791	0.5668375220	0.7803857459	-0.7366158366	0.0051527023	0.0736334324	1        	1
109	0.0005004900	0.0432263010	0.0555552391	0.2573916940	0.2031022611	0.0007792909	0.5592754951	0.5605552760	-0.7378156781	0.0053219795	0.0747312307	1        	1
110	0.0003643681	0.0431990861	0.0512263600	0.2534504749	0.2030938079	0.0007880940	0.5509697290	0.5521221911	-0.7468829751	0.0046417713	0.0830577612	1        	1
111	0.0005242832	0.0432417640	0.0713259079	0.2570113700	0.2030340650	0.0007894840	0.5746131069	0.5759268741	-0.7531697750	0.0034041405	0.0897353888	1        	1
112	0.0003334719	0.0433067142	0.0604369179	0.2600714071	0.2028999690	0.2132254629	0.5667150081	0.7802739430	-0.7600425482	0.0038499832	0.0976067781	1        	1
113	0.0003164571	0.0432657488	0.0515745112	0.2601443110	0.2026594749	0.0007842309	0.5576440459	0.5587447339	-0.7652388811	0.0037522316	0.1017959118	1        	1
114	0.0004979889	0.0432927641	0.0518611248	0.2541302561	0.2027864279	0.0007828120	0.5520705730	0.5533513739	-0.7748678327	0.0034937859	0.1141021252	1        	1
115	0.0003618060	0.0433429710	0.0558373879	0.2537771601	0.2026932859	0.0007831261	0.5556508049	0.5567957370	-0.7767040730	0.0034236908	0.1159086227	1        	1
116	0.0005257160	0.0433239790	0.0467854410	0.2539845679	0.2030560321	0.2134107950	0.5471500200	0.7610865310	-0.7861146331	0.0060822964	0.1279900074	1        	1
117	0.0003202220	0.0432746911	0.0528530481	0.2515691819	0.2026152909	0.0007874421	0.5503122120	0.5514198761	-0.7940188646	0.0091102123	0.1383923292	1        	1
118	0.0005035701	0.0433353579	0.0772002661	0.2566966079	0.2024824070	0.0007848290	0.5797146389	0.5810030380	-0.7998504043	0.0075647831	0.1425596476	1        	1
119	0.0003333120	0.0433293360	0.0890620132	0.2506407348	0.2022329732	0.0007769240	0.5852650572	0.5863752931	-0.8061917424	0.0070774555	0.1495306492	1        	1
120	0.0005506880	0.0439599571	0.0703363430	0.2547712529	0.2018016470	0.2130400280	0.5708691999	0.7844599159	-0.8132790327	0.0082509518	0.1577535868	1        	1
121	0.0003948589	0.0434057049	0.0540407740	0.2561417702	0.2017842450	0.0007994890	0.5553724940	0.5565668419	-0.8223829865	0.0078754425	0.1755967140	1        	1
122	0.0005209390	0.0433616152	0.0528006779	0.2521620670	0.2017666749	0.0007772581	0.5500910350	0.5513892320	-0.8239205480	0.0091886520	0.1764286757	1        	1
123	0.0003652931	0.0440953961	0.0927400929	0.2587490741	0.2015761109	0.0007909050	0.5971606739	0.5983168720	-0.8295465112	0.0134563446	0.1827462912	1        	1
124	0.0005233109	0.0433400052	0.0634969319	0.2545168949	0.2022682710	0.2133059031	0.5636221031	0.7774513171	-0.8394373655	0.0142133236	0.1986445189	1        	1
125	0.0003124170	0.0432704419	0.0505248620	0.2607707020	0.2017149411	0.0007736590	0.5562809471	0.5573670231	-0.8439015746	0.0141425133	0.2036939859	1        	1
126	0.0005322569	0.0433290629	0.0588642252	0.2525460960	0.2014101280	0.0007845059	0.5561495121	0.5574662748	-0.8485340476	0.0152900219	0.2109601498	1        	1
127	0.0003359320	0.0432980310	0.0551055539	0.2622745810	0.2016667111	0.0007834879	0.5623448770	0.5634642970	-0.8579313159	0.0162355900	0.2279722691	1        	1
128	0.0003325781	0.0433191420	0.0593137951	0.2668792980	0.2015411679	0.2133692440	0.5710534030	0.7847552251	-0.8634632230	0.0160441399	0.2337006330	1        	1
129	0.0005421070	0.0433079870	0.0559711829	0.2454119420	0.2012600310	0.0007837601	0.5459511429	0.5472770100	-0.8675780892	0.0163903236	0.2404130697	1        	1
130	0.0003390240	0.0433216440	0.0563841860	0.2424757830	0.2016260121	0.0007950100	0.5438076251	0.5449416591	-0.8762325644	0.0162107944	0.2585836649	1        	1
131	0.0004961300	0.0433099021	0.0608725210	0.2445160050	0.2019218430	0.0007866819	0.5506202711	0.5519030830	-0.8799483776	0.0166244507	0.2626638412	1        	1
132	0.0003412620	0.0432986631	0.0612054449	0.2484384282	0.2023664690	0.2139241439	0.5553090051	0.7695744110	-0.8799375296	0.0163843632	0.2603578568	1        	1
133	0.0005614201	0.0432958750	0.0681435768	0.2503859980	0.2019906209	0.0007766201	0.5638160708	0.5651541110	-0.8906139731	0.0166156292	0.2794542313	1        	1
134	0.0003862430	0.0432522749	0.0578490621	0.2484132079	0.2024713771	0.0007946540	0.5519859220	0.5531668190	-0.8993584514	0.0191521645	0.2958507538	1        	1
135	0.0005113122	0.0432486080	0.0620985320	0.2568130759	0.2030248891	0.0007772169	0.5651851050	0.5664736340	-0.9025002122	0.0196166039	0.2997950315	1        	1
136	0.0003604160	0.0432988771	0.0579667399	0.2465978952	0.2034486108	0.2160714411	0.5513121230	0.7677439800	-0.9096353054	0.0196633339	0.3119940758	1        	1
137	0.0005055128	0.0431674721	0.0605030989	0.2409820501	0.2041432359	0.0007797861	0.5487958570	0.5500811560	-0.9148657322	0.0199773312	0.3211988211	1        	1
138	0.0003352719	0.0431519740	0.0613520790	0.2489134371	0.2048216560	0.0007805950	0.5582391461	0.5593550131	-0.9205393791	0.0191175938	0.3259443045	1        	1
139	0.0005523688	0.0431652681	0.0504160631	0.2523581460	0.2053313418	0.0007819701	0.5512708190	0.5526051580	-0.9269044399	0.0169820786	0.3311321735	1        	1
140	0.0003617462	0.0431974859	0.0629472302	0.2581686629	0.2060903481	0.2194763839	0.5704037270	0.7902418571	-0.9359927773	0.0175824165	0.3453580141	1        	1
141	0.0005410621	0.0432268409	0.0671851002	0.2470907548	0.2068715962	0.0007824718	0.5643742920	0.5656978260	-0.9415560365	0.0188491344	0.3509387970	1        	1
142	0.0003632449	0.0431979860	0.0577726041	0.2618805440	0.2075524461	0.0007821049	0.5704035801	0.5715489299	-0.9508523941	0.0189864635	0.3656666279	1        	1
143	0.0003355870	0.0432219829	0.0578915800	0.2766971481	0.2083914089	0.0007806071	0.5862021199	0.5873183140	-0.9559347034	0.0209693909	0.3756476641	1        	1
144	0.0005547039	0.0431277461	0.0580267210	0.2521439719	0.2088809561	0.2226347821	0.5621793950	0.7853688810	-0.9623590708	0.0227606297	0.3835695982	1        	1
145	0.0003189100	0.0431508149	0.0584116601	0.2501101159	0.2093684091	0.0007847969	0.5610410001	0.5621447070	-0.9678213000	0.0217397213	0.3902832270	1        	1
146	0.0005012839	0.0431293861	0.0697364619	0.2543648782	0.2101469850	0.0007778199	0.5773777112	0.5786568150	-0.9736922979	0.0219674110	0.3996926546	1        	1
147	0.0003845189	0.0431532532	0.0641381189	0.2716480200	0.2106070870	0.0007794171	0.5895464791	0.5907104150	-0.9840702415	0.0212166309	0.4205625057	1        	1
148	0.0005776309	0.0431629720	0.0534992360	0.2633546221	0.2110676779	0.2257270031	0.5710845080	0.7973891420	-0.9854221940	0.0208635330	0.4239932299	1        	1
149	0.0003175240	0.0431950970	0.0646198220	0.2708394041	0.2115874179	0.0007800870	0.5902417409	0.5913393518	-0.9897720814	0.0216851234	0.4350258112	1        	1
150	0.0005577400	0.0431752030	0.0650687739	0.2645109501	0.2119121340	0.0007800208	0.5846670610	0.5860048218	-0.9934705496	0.0214474201	0.4437787533	1        	1
151	0.0003366219	0.0432304952	0.0611925859	0.2750857540	0.2122523950	0.0007796530	0.5917612300	0.5928775049	-0.9969998598	0.0219292641	0.4534910917	1        	1
152	0.0005654308	0.0438575472	0.0548552629	0.2753923340	0.2126332540	0.2268298659	0.5867383981	0.8141336949	-0.9999317527	0.0231978893	0.4643547535	1        	1
153	0.0003364540	0.0431627450	0.1010386581	0.2721185179	0.2130378729	0.0007866812	0.6293577938	0.6304809290	-1.0035829544	0.0221514702	0.4728869200	1        	1
154	0.0005259421	0.0432072380	0.0623141429	0.2654639070	0.2132949510	0.0007794041	0.5842802390	0.5855855851	-1.0081872940	0.0217390060	0.4851827621	1        	1
155	0.0003857741	0.0439311850	0.0630758770	0.2654703599	0.2137993001	0.0007850369	0.5862767221	0.5874475332	-1.0097857714	0.0206220150	0.4928081036	1        	1
156	0.0003363122	0.0431782608	0.0671983331	0.2642332879	0.2144702130	0.2285856290	0.5890800948	0.8180020361	-1.0144602060	0.0217173100	0.5077433586	1        	1
157	0.0004872142	0.0432144739	0.0639340440	0.2734836452	0.2145600850	0.0007792599	0.5951922480	0.5964587221	-1.0165588856	0.0223376751	0.5183814764	1        	1
158	0.0003862220	0.0438283531	0.0617224681	0.2680375900	0.2150664099	0.0007873701	0.5886548210	0.5898284132	-1.0197818279	0.0226051807	0.5349113941	1        	1
159	0.0005708139	0.0431801160	0.0622369910	0.2677213131	0.2155588469	0.0007781051	0.5886972670	0.5900461860	-1.0203841925	0.0219042301	0.5426787138	1        	1
160	0.0003844011	0.0432045690	0.0627931128	0.2792304300	0.2158438461	0.2306546301	0.6010719580	0.8321109891	-1.0216004848	0.0232322216	0.5581549406	1        	1
161	0.0004950438	0.0432316880	0.0691719481	0.2681117761	0.2163295930	0.0007878188	0.5968450052	0.5981278678	-1.0212869644	0.0238499641	0.5689076185	1        	1
