frame	acquisition	preprocessing	tracking	integration	raycasting	rendering	computation	total    	X          	Y          	Z         	tracked   	integrated
34	0.0004754469	0.0426205022	0.0300286349	0.1983187029	0.1879709042	0.0008533269	0.4589387442	0.4602675179	-0.1180161238	-0.0011112690	-0.0111559629	1        	1
35	0.0003182350	0.0425993819	0.0290386511	0.2009321901	0.1880039088	0.0008597220	0.4605741319	0.4617520890	-0.1214754581	-0.0003240108	-0.0138038397	1        	1
36	0.0005003528	0.0426250480	0.0277003690	0.1987348942	0.1883409889	0.1928517369	0.4574013001	0.6507533898	-0.1265966892	0.0005419254	-0.0155514479	1        	1
37	0.0003404240	0.0426714069	0.0246951340	0.1990988832	0.1884423748	0.0008542482	0.4549077989	0.4561024711	-0.1379188299	-0.0014293194	-0.0143218040	1        	1
38	0.0004824731	0.0426271770	0.0242068709	0.2015874621	0.1888449299	0.0008733631	0.4572664399	0.4586222761	-0.1486172676	-0.0021607876	-0.0135711432	1        	1
39	0.0003218490	0.0426758139	0.0282898180	0.2015591911	0.1892035899	0.0008489219	0.4617284129	0.4628991839	-0.1521279812	-0.0029575825	-0.0169794559	1        	1
40	0.0004850251	0.0427706589	0.0356437000	0.2011865221	0.1895548620	0.1924320860	0.4691557430	0.6620728541	-0.1617566347	-0.0045909882	-0.0162603855	1        	1
41	0.0003116250	0.0429075800	0.0352993552	0.2011281690	0.1898726949	0.0008526370	0.4692077991	0.4703720610	-0.1722389460	-0.0057079792	-0.0145390034	1        	1
42	0.0003234921	0.0429399500	0.0237427729	0.2013166761	0.1897337569	0.0008585481	0.4577331559	0.4589151961	-0.1852970123	-0.0042004585	-0.0122995377	1        	1
43	0.0004396329	0.0433847720	0.0284276700	0.2075868051	0.1897577499	0.0008509080	0.4691569970	0.4704475380	-0.1921383142	-0.0037894249	-0.0089744329	1        	1
44	0.0003257892	0.0430729808	0.0266404101	0.2044340919	0.1897692180	0.1927422821	0.4639167008	0.6569847721	-0.1988751888	-0.0043103695	-0.0110759735	1        	1
45	0.0004591842	0.0429882789	0.0283121720	0.2011228569	0.1897138350	0.0008552959	0.4621371429	0.4634516230	-0.2067421675	-0.0023980141	-0.0073618889	1        	1
46	0.0003228309	0.0429372101	0.0269748620	0.2042339961	0.1905083898	0.0008600021	0.4646544580	0.4658372910	-0.2126958370	-0.0018172264	-0.0072638988	1        	1
47	0.0004721580	0.0429604379	0.0261201111	0.2033694698	0.1900461691	0.0008605560	0.4624961880	0.4638289020	-0.2157866955	-0.0035765171	-0.0075595379	1        	1
48	0.0003200572	0.0430448300	0.0281857750	0.2015967029	0.1903005380	0.1932349070	0.4631278459	0.6566828100	-0.2203511000	-0.0038437843	-0.0064829588	1        	1
49	0.0004708751	0.0429159789	0.0287825852	0.2047356030	0.1904446329	0.0008646101	0.4668788000	0.4682142851	-0.2282371521	-0.0026321411	-0.0056756735	1        	1
50	0.0003336701	0.0428912018	0.0281164511	0.2029487761	0.1908443929	0.0008596370	0.4648008219	0.4659941290	-0.2426664829	-0.0029656887	-0.0007635355	1        	1
51	0.0005075042	0.0428229899	0.0280800911	0.2050119110	0.1906749159	0.0008552400	0.4665899079	0.4679526521	-0.2401306629	-0.0030000210	-0.0037456751	1        	1
52	0.0003228060	0.0427206520	0.0301992372	0.2067131849	0.1913204400	0.1936313210	0.4709535141	0.6649076410	-0.2446237803	-0.0026624203	-0.0044888258	1        	1
53	0.0004799829	0.0427437520	0.0320327370	0.2083461320	0.1911625932	0.0008542058	0.4742852142	0.4756194029	-0.2465749979	-0.0050346851	-0.0077358484	1        	1
54	0.0003827701	0.0428437479	0.0305505081	0.2083558720	0.1912912531	0.0008621009	0.4730413810	0.4742862519	-0.2590380907	-0.0066354275	-0.0019574165	1        	1
55	0.0004871080	0.0428574050	0.0353929470	0.2057802789	0.1911875850	0.0008531092	0.4752182160	0.4765584331	-0.2615225315	-0.0060439110	-0.0022735596	1        	1
56	0.0003902381	0.0427704710	0.0235144801	0.2015447889	0.1917421441	0.1940380018	0.4595718840	0.6540001240	-0.2814625502	-0.0054101944	0.0069093704	1        	1
57	0.0003536930	0.0427596970	0.0283112109	0.2043249691	0.1911217319	0.0008588301	0.4665176088	0.4677301319	-0.2863948345	-0.0079278946	0.0075136423	1        	1
58	0.0005218021	0.0428828069	0.0376100382	0.2034752900	0.1911709490	0.0008604939	0.4751390840	0.4765213800	-0.2963447571	-0.0088973045	0.0102869272	1        	1
59	0.0003261410	0.0428306430	0.0269667779	0.2043420812	0.1913740679	0.0008638639	0.4655135700	0.4667035749	-0.3101141453	-0.0064523220	0.0159243345	1        	1
60	0.0004671980	0.0428154450	0.0416979541	0.2033632339	0.1917667559	0.1944072710	0.4796433889	0.6745178578	-0.3129763603	-0.0080792904	0.0140355825	1        	1
61	0.0003087001	0.0429080639	0.0313554590	0.2050570149	0.1921171972	0.0008576650	0.4714377350	0.4726041001	-0.3197162151	-0.0097899437	0.0137981176	1        	1
62	0.0004724672	0.0428868700	0.0277004580	0.2102264271	0.1927966189	0.0008589991	0.4736103739	0.4749418402	-0.3434174061	-0.0093414783	0.0241175890	1        	1
63	0.0003236760	0.0430038031	0.0267039400	0.2048520809	0.1935156439	0.0008569730	0.4680754680	0.4692561170	-0.3521655798	-0.0105447769	0.0252525806	1        	1
64	0.0005100679	0.0429568610	0.0313537130	0.2099230050	0.1938493962	0.1966720468	0.4780829751	0.6752650898	-0.3647583723	-0.0092728138	0.0298191309	1        	1
65	0.0003543370	0.0430204060	0.0266899618	0.2114654102	0.1946637740	0.0008734909	0.4758395520	0.4770673800	-0.3784682751	-0.0094842911	0.0335332155	1        	1
66	0.0004874892	0.0436620989	0.0317069241	0.2095383159	0.1952030680	0.0008541550	0.4801104069	0.4814520511	-0.3892025948	-0.0082263947	0.0355015993	1        	1
67	0.0003209440	0.0430712830	0.0281615590	0.2085996929	0.1957986529	0.0008536931	0.4756311879	0.4768058250	-0.3997895718	-0.0055541992	0.0377253294	1        	1
68	0.0004949109	0.0430508191	0.0277802520	0.2130279620	0.1959068270	0.1990281239	0.4797658601	0.6792888949	-0.4104712009	-0.0057251453	0.0370358229	1        	1
69	0.0003273680	0.0430796789	0.0310351672	0.2123212710	0.1965989249	0.0008479550	0.4830350420	0.4842103650	-0.4197121859	-0.0056250095	0.0415046215	1        	1
70	0.0005618650	0.0431398388	0.0277215012	0.2115736299	0.1965047501	0.0008488139	0.4789397200	0.4803503989	-0.4286412001	-0.0037744045	0.0411400795	1        	1
71	0.0003224581	0.0432427339	0.0278242980	0.2273629790	0.1970892812	0.0008511839	0.4955192921	0.4966929341	-0.4363555908	-0.0032236576	0.0380668640	1        	1
72	0.0003210092	0.0432111600	0.0260697270	0.2410728829	0.1969012821	0.2008399090	0.5072550520	0.7084159702	-0.4522016048	0.0019533634	0.0410078764	1        	1
73	0.0004890738	0.0432182602	0.0368442929	0.2509062330	0.1972000632	0.0008422160	0.5281688492	0.5295001389	-0.4622108936	0.0034115314	0.0426304340	1        	1
74	0.0003222800	0.0432236649	0.0261279440	0.2194398420	0.1975920971	0.0008304680	0.4863835480	0.4875362960	-0.4644373655	0.0052187443	0.0395019054	1        	1
75	0.0005384891	0.0431556059	0.0267134630	0.2431643880	0.1983373479	0.0008287081	0.5113708049	0.5127380020	-0.4664317369	0.0089850426	0.0366908312	1        	1
76	0.0003224718	0.0430986190	0.0309971662	0.2461330930	0.1989911119	0.2038954229	0.5192199901	0.7234378848	-0.4638717175	0.0121173859	0.0285784006	1        	1
77	0.0005178179	0.0430362190	0.0272164200	0.2556032350	0.1996105642	0.0008206549	0.5254664382	0.5268049110	-0.4646033049	0.0125241280	0.0217373371	1        	1
78	0.0003647620	0.0429997870	0.0256692539	0.2198473660	0.2002963922	0.0008216049	0.4888127991	0.4899991660	-0.4627209902	0.0137183666	0.0145387650	1        	1
79	0.0005674970	0.0429418900	0.0268732470	0.2296085339	0.2003771642	0.0008253439	0.4998008350	0.5011936759	-0.4699445963	0.0169982910	0.0124069452	1        	1
80	0.0003193661	0.0428055378	0.0256828980	0.2237935741	0.2008836200	0.2059461069	0.4931656299	0.6994311030	-0.4730747938	0.0198209286	0.0086779594	1        	1
81	0.0005152898	0.0428379590	0.0267721291	0.2354086600	0.2009408399	0.0008073261	0.5059595881	0.5072822040	-0.4844429493	0.0188009739	0.0116634369	1        	1
82	0.0003823531	0.0428724990	0.0267745589	0.2486252701	0.2015809650	0.0008057761	0.5198532930	0.5210414222	-0.4929854870	0.0189812183	0.0111434460	1        	1
83	0.0004912040	0.0428976421	0.0265827780	0.2514248090	0.2017050809	0.0008009099	0.5226103100	0.5239024239	-0.5010085106	0.0208039284	0.0080058575	1        	1
84	0.0003816399	0.0429865089	0.0262250172	0.2499599790	0.2020564659	0.2086438010	0.5212279710	0.7302534119	-0.5134912729	0.0197079182	0.0081973076	1        	1
85	0.0003052868	0.0429589241	0.0261115520	0.2590914441	0.2021196608	0.0007993511	0.5302815810	0.5313862190	-0.5275375843	0.0204753876	0.0085618496	1        	1
86	0.0005119471	0.0429488351	0.0321889028	0.2551849522	0.2020391528	0.0007963132	0.5323618429	0.5336701032	-0.5419399738	0.0213985443	0.0126085281	1        	1
87	0.0003198672	0.0429971870	0.0257102798	0.2632999721	0.2023625791	0.0007925800	0.5343700179	0.5354824651	-0.5523351431	0.0202035904	0.0122237206	1        	1
88	0.0005414060	0.0430738949	0.0260188901	0.2596153989	0.2021059010	0.2096126201	0.5308140849	0.7409681110	-0.5651301146	0.0205097198	0.0125355721	1        	1
89	0.0003501540	0.0429574170	0.0229419179	0.2517758501	0.2023059740	0.0007983290	0.5199811589	0.5211296419	-0.5741354227	0.0206997395	0.0126849413	1        	1
90	0.0004698392	0.0430409939	0.0258880141	0.2541462050	0.2024184980	0.0007875729	0.5254937110	0.5267511231	-0.5817644596	0.0189821720	0.0114548206	1        	1
91	0.0003862439	0.0430856340	0.0258648021	0.2606302961	0.2025307319	0.0007921800	0.5321114641	0.5332898879	-0.5963553190	0.0176134109	0.0144819021	1        	1
92	0.0004918829	0.0430909870	0.0247238481	0.2505303929	0.2027715391	0.2113584680	0.5211167671	0.7329671180	-0.6117584705	0.0196022987	0.0196548700	1        	1
93	0.0003071481	0.0431437818	0.0222164162	0.2650717499	0.2028132270	0.0007896980	0.5332451749	0.5343420210	-0.6159523726	0.0188400745	0.0162546635	1        	1
94	0.0005551032	0.0431309449	0.0288861371	0.2560069088	0.2028684770	0.0007862791	0.5308924678	0.5322338501	-0.6232981682	0.0163381100	0.0157853365	1        	1
95	0.0003830600	0.0431861770	0.0255569250	0.2585918680	0.2030845468	0.0007929192	0.5304195168	0.5315954960	-0.6363868713	0.0174896717	0.0223495960	1        	1
96	0.0005370860	0.0431935368	0.0243412191	0.2546702030	0.2031657910	0.2120048970	0.5253707499	0.7379127329	-0.6467660069	0.0172390938	0.0218949318	1        	1
97	0.0003119810	0.0432216011	0.0242991399	0.2603056591	0.2036524068	0.0007916121	0.5314788069	0.5325823999	-0.6521592736	0.0143146515	0.0237677097	1        	1
98	0.0004997710	0.0432263711	0.0440477449	0.2547690850	0.2033155302	0.0007831110	0.5453587312	0.5466416131	-0.6669219732	0.0136940479	0.0278782845	1        	1
99	0.0003886172	0.0432098210	0.0249027971	0.2616850829	0.2036823600	0.0007852879	0.5334800610	0.5346539661	-0.6731906533	0.0151998997	0.0309835672	1        	1
100	0.0003207040	0.0431986710	0.0277061621	0.2564256140	0.2032159970	0.2125095411	0.5305464440	0.7433766890	-0.6806296110	0.0147006512	0.0350261927	1        	1
101	0.0004516509	0.0431806820	0.0236522891	0.2574712450	0.2033144489	0.0007789689	0.5276186650	0.5288492849	-0.6896275282	0.0130457878	0.0410113335	1        	1
102	0.0003858909	0.0431912800	0.0250027471	0.2613669229	0.2032205272	0.0007806418	0.5327814771	0.5339480098	-0.6936702132	0.0115759373	0.0426388979	1        	1
103	0.0005550690	0.0434956090	0.0253492801	0.2659196430	0.2030236560	0.0007940100	0.5377881881	0.5391372670	-0.7041432858	0.0108642578	0.0492376089	1        	1
104	0.0003209470	0.0431868278	0.0250451290	0.2634796090	0.2034916352	0.2127640899	0.5352032010	0.7482882380	-0.7166713476	0.0091233253	0.0620412827	1        	1
105	0.0004636119	0.0431814380	0.0217878502	0.2646613298	0.2031784391	0.0007911550	0.5328090570	0.5340638240	-0.7193892002	0.0089623928	0.0638402700	1        	1
106	0.0003220129	0.0431587750	0.0277969490	0.2639367320	0.2033220960	0.0007819112	0.5382145520	0.5393184761	-0.7260773778	0.0097546577	0.0688911676	1        	1
107	0.0005708309	0.0431972102	0.0246097289	0.2596220749	0.2031690630	0.0007795261	0.5305980770	0.5319484340	-0.7264974713	0.0064857006	0.0652053356	1        	1
108	0.0003856129	0.0431924411	0.0287164550	0.2650183148	0.2033390780	0.2133846902	0.5402662889	0.7540365921	-0.7366107702	0.0051534176	0.0736327171	1        	1
109	0.0005246089	0.0431972272	0.0275652800	0.2490188049	0.2035747771	0.0007935590	0.5233560891	0.5246742570	-0.7378147840	0.0053215027	0.0747308731	1        	1
110	0.0009452850	0.0477882570	0.0240776639	0.2683068390	0.2032318339	0.0008108050	0.5434045938	0.5451606838	-0.7468816042	0.0046408176	0.0830572844	1        	1
111	0.0005607102	0.0432354710	0.0448982308	0.2693991931	0.2030581001	0.0008071188	0.5605909950	0.5619588241	-0.7531741858	0.0034050941	0.0897345543	1        	1
112	0.0003691120	0.0432646871	0.0272263370	0.2596830030	0.2029157479	0.2135287481	0.5330897749	0.7469876350	-0.7600563765	0.0038516521	0.0976070166	1        	1
113	0.0003488651	0.0437153529	0.0245269411	0.2656160360	0.2027923090	0.0007831850	0.5366506390	0.5377826891	-0.7652361393	0.0037474632	0.1017954350	1        	1
114	0.0005112370	0.0433226621	0.0274480779	0.2620226899	0.2032214040	0.0007996792	0.5360148340	0.5373257501	-0.7748705745	0.0034928322	0.1141020060	1        	1
115	0.0003246360	0.0433494539	0.0249758570	0.2638465380	0.2026777589	0.0007895771	0.5348496079	0.5359638210	-0.7767069340	0.0034217834	0.1159089804	1        	1
116	0.0004749962	0.0433186830	0.0221661869	0.2639217929	0.2029733942	0.2136989068	0.5323800570	0.7465539600	-0.7861099839	0.0060818195	0.1279898882	1        	1
117	0.0003358710	0.0432667660	0.0244963551	0.2595209021	0.2026666619	0.0007778939	0.5299506851	0.5310644500	-0.7940186858	0.0091090202	0.1383925676	1        	1
118	0.0005461141	0.0433090820	0.0438752591	0.2591159700	0.2025271738	0.0008058921	0.5488274849	0.5501794911	-0.7998570204	0.0075607300	0.1425597668	1        	1
119	0.0003193661	0.0433268980	0.0432777060	0.2586488680	0.2023001991	0.0007765659	0.5475536711	0.5486496030	-0.8061850071	0.0070784092	0.1495316029	1        	1
120	0.0005505909	0.0437147671	0.0337803699	0.2609211490	0.2019025120	0.2131637170	0.5403187980	0.7540331059	-0.8132866621	0.0082499981	0.1577541828	1        	1
121	0.0003491291	0.0433526991	0.0242487038	0.2664789481	0.2018463120	0.0007776879	0.5359266631	0.5370534800	-0.8223967552	0.0078740120	0.1755967140	1        	1
122	0.0004818558	0.0433675002	0.0245803120	0.2619417410	0.2019111440	0.0008070159	0.5318006971	0.5330895688	-0.8239197135	0.0091876984	0.1764297485	1        	1
123	0.0003254891	0.0433491629	0.0444453070	0.2577987441	0.2016029120	0.0008005488	0.5471961261	0.5483221640	-0.8295502067	0.0134553909	0.1827466488	1        	1
124	0.0005179420	0.0432748350	0.0284849140	0.2588481221	0.2018661599	0.2138161941	0.5324740310	0.7468081671	-0.8394299746	0.0142099857	0.1986442804	1        	1
125	0.0003092859	0.0432871401	0.0236750809	0.2590455231	0.2017341261	0.0007838309	0.5277418701	0.5288349870	-0.8439039588	0.0141398907	0.2036945820	1        	1
126	0.0005014639	0.0432865531	0.0249577619	0.2601628660	0.2018866891	0.0007783079	0.5302938700	0.5315736418	-0.8485340476	0.0152847767	0.2109603882	1        	1
127	0.0003801042	0.0432806299	0.0242067750	0.2649463911	0.2016101379	0.0007837629	0.5340439340	0.5352078010	-0.8579335213	0.0162308216	0.2279727459	1        	1
128	0.0003172271	0.0433118599	0.0249288960	0.2673256102	0.2016150989	0.2135395131	0.5371814650	0.7510382051	-0.8634613156	0.0160412788	0.2337015867	1        	1
129	0.0004466739	0.0433092061	0.0242210520	0.2502214171	0.2012604659	0.0007984131	0.5190121410	0.5202572281	-0.8675763011	0.0163872242	0.2404127121	1        	1
130	0.0003250830	0.0436160159	0.0274140001	0.2607365330	0.2016190770	0.0007903299	0.5333856260	0.5345010390	-0.8762350082	0.0162072182	0.2585847378	1        	1
131	0.0004670401	0.0432800429	0.0250183651	0.2619425619	0.2022834879	0.0007789021	0.5325244579	0.5337704001	-0.8799489737	0.0166203976	0.2626652718	1        	1
132	0.0003836888	0.0432767901	0.0252207471	0.2673469700	0.2017734349	0.2140542271	0.5376179421	0.7520558580	-0.8799400926	0.0163817406	0.2603585720	1        	1
133	0.0004718541	0.0432856930	0.0282572808	0.2751872081	0.2019379861	0.0007810609	0.5486681680	0.5499210830	-0.8906124234	0.0166125298	0.2794555426	1        	1
134	0.0003704350	0.0432542271	0.0246107839	0.2767748011	0.2023473380	0.0007874849	0.5469871501	0.5481450700	-0.8993579149	0.0191500187	0.2958505154	1        	1
135	0.0004918880	0.0432467249	0.0254189051	0.2747181689	0.2029366300	0.0007779312	0.5463204288	0.5475902481	-0.9024977088	0.0196111202	0.2997953892	1        	1
136	0.0003693851	0.0432168918	0.0244388252	0.2708929928	0.2033289250	0.2167636922	0.5418776348	0.7590107122	-0.9096370935	0.0196607113	0.3119940758	1        	1
137	0.0005392751	0.0431781658	0.0252002692	0.2631748840	0.2041020358	0.0007765021	0.5356553548	0.5369711320	-0.9148633480	0.0199754238	0.3211989403	1        	1
138	0.0003824360	0.0431891470	0.0246944700	0.2800312620	0.2047430510	0.0007808590	0.5526579299	0.5538212250	-0.9205377102	0.0191147327	0.3259441853	1        	1
139	0.0005800019	0.0432045280	0.0212437441	0.2701689790	0.2052632440	0.0007939280	0.5398804951	0.5412544250	-0.9269016981	0.0169804096	0.3311314583	1        	1
140	0.0003228781	0.0432239419	0.0305875780	0.2767681601	0.2060869890	0.2194790451	0.5566666690	0.7764685922	-0.9359910488	0.0175797939	0.3453578949	1        	1
141	0.0005140998	0.0432130750	0.0275109031	0.2856876701	0.2072186989	0.0007859070	0.5636303471	0.5649303540	-0.9415550828	0.0188477039	0.3509374857	1        	1
142	0.0003304279	0.0432361211	0.0247181051	0.2725095430	0.2074163540	0.0007844320	0.5478801231	0.5489949831	-0.9508494139	0.0189850330	0.3656667471	1        	1
143	0.0003197861	0.0432434359	0.0244530831	0.2775037610	0.2083178349	0.0007878400	0.5535181148	0.5546257410	-0.9559211135	0.0209634304	0.3756461143	1        	1
144	0.0004631809	0.0431804901	0.0244262659	0.2630589011	0.2087807741	0.2229718429	0.5394464312	0.7628814550	-0.9623563886	0.0227611065	0.3835700750	1        	1
145	0.0003117509	0.0431781420	0.0243882239	0.2790828571	0.2092561899	0.0007867170	0.5559054129	0.5570038809	-0.9678171873	0.0217359066	0.3902837038	1        	1
146	0.0004661670	0.0431419970	0.0282873409	0.2716586420	0.2102566541	0.0007808700	0.5533446339	0.5545916709	-0.9736863971	0.0219638348	0.3996917009	1        	1
147	0.0003866900	0.0432356661	0.0251711740	0.2742896569	0.2105443801	0.0007844670	0.5532408771	0.5544120341	-0.9840663075	0.0212154388	0.4205629826	1        	1
148	0.0004836090	0.0431724819	0.0252388271	0.2709303880	0.2109727759	0.2251600500	0.5503144730	0.7759581320	-0.9854173660	0.0208568573	0.4239903688	1        	1
149	0.0003103190	0.0432004600	0.0252267120	0.2782184200	0.2118540241	0.0007796900	0.5584996161	0.5595896251	-0.9897698164	0.0216798782	0.4350272417	1        	1
150	0.0004974359	0.0431988200	0.0255878740	0.2774951120	0.2118390920	0.0007829270	0.5581208980	0.5594012609	-0.9934672713	0.0214459896	0.4437766075	1        	1
151	0.0003243079	0.0432194720	0.0245393419	0.2691405360	0.2126903241	0.0007878209	0.5495896740	0.5507018028	-0.9969970584	0.0219264030	0.4534920454	1        	1
152	0.0004896529	0.0432098850	0.0215381011	0.2776939550	0.2126055190	0.2268427920	0.5550474601	0.7823799050	-0.9999294281	0.0231945515	0.4643563032	1        	1
153	0.0003149540	0.0432395360	0.0438055720	0.2805044071	0.2129034258	0.0007885462	0.5804529409	0.5815564410	-1.0035786629	0.0221481323	0.4728881121	1        	1
154	0.0004966289	0.0432480080	0.0245732861	0.2706100729	0.2135869181	0.0007863319	0.5520182850	0.5533012459	-1.0081965923	0.0217382908	0.4851865768	1        	1
155	0.0003247280	0.0432007462	0.0246268858	0.2920185251	0.2137093241	0.0007884069	0.5735554812	0.5746686161	-1.0097806454	0.0206174850	0.4928076267	1        	1
156	0.0003191170	0.0432464171	0.0253876590	0.2800300680	0.2145247371	0.2286135380	0.5631888811	0.7921215361	-1.0144572258	0.0217139721	0.5077428818	1        	1
157	0.0004511720	0.0432178581	0.0246663839	0.2859602000	0.2145246030	0.0007895762	0.5683690449	0.5696097931	-1.0165556669	0.0223355293	0.5183796883	1        	1
158	0.0003224802	0.0436516500	0.0254259449	0.2795474769	0.2149874482	0.0007808940	0.5636125200	0.5647158942	-1.0197782516	0.0226032734	0.5349107981	1        	1
159	0.0005428109	0.0432415630	0.0247247140	0.2793159841	0.2155843498	0.0008008680	0.5628666109	0.5642102899	-1.0203802586	0.0219049454	0.5426775217	1        	1
160	0.0003238220	0.0432109679	0.0246190841	0.2783175099	0.2158010521	0.2300665840	0.5619486140	0.7923390199	-1.0215978622	0.0232310295	0.5581541061	1        	1
161	0.0004944210	0.0432238530	0.0281166320	0.2935518071	0.2162764228	0.0007911350	0.5811687149	0.5824542709	-1.0212886333	0.0238549709	0.5688965321	1        	1
