frame	acquisition	preprocessing	tracking	integration	raycasting	rendering	computation	total    	X          	Y          	Z         	tracked   	integrated
26	0.0004408830	0.0437087931	0.0176539200	0.1954381960	0.1857032499	0.0299704501	0.4425041589	0.4729154920	-0.0441527367	-0.0016400814	-0.0030533075	1        	1
27	0.0006682221	0.0473834290	0.0411851699	0.1896058319	0.1859367902	0.0311758900	0.4641112210	0.4959553331	-0.0496141911	-0.0023109913	-0.0052895546	1        	1
28	0.0004409919	0.0444442229	0.0203138711	0.1901552789	0.1864442290	0.0303514861	0.4413576019	0.4721500799	-0.0547004938	-0.0007889271	-0.0056347847	1        	1
29	0.0004480812	0.0433357968	0.0212450442	0.1938468709	0.1869654099	0.0312908210	0.4453931218	0.4771320240	-0.0600750446	-0.0004265308	-0.0083169937	1        	1
30	0.0005312290	0.0447445009	0.0238743410	0.1911860320	0.1870444820	0.0307674070	0.4468493559	0.4781479919	-0.0694530010	-0.0011508465	-0.0063410997	1        	1
31	0.0003816870	0.0458664179	0.0177069681	0.1901965458	0.1875781962	0.0311215080	0.4413481280	0.4728513230	-0.0775060654	-0.0004718304	-0.0082556009	1        	1
32	0.0005345170	0.0442498471	0.0344573769	0.1929435851	0.1880531730	0.0310220381	0.4597039821	0.4912605372	-0.0828195810	-0.0001206398	-0.0104761124	1        	1
33	0.0004340280	0.0436723491	0.0238848859	0.1925923231	0.1889572309	0.0310287280	0.4491067890	0.4805695449	-0.0900087357	-0.0004193783	-0.0107918978	1        	1
34	0.0005471960	0.0484648230	0.0239400580	0.1931792691	0.1895419238	0.0305935091	0.4551260739	0.4862667790	-0.1180161238	-0.0011112690	-0.0111559629	1        	1
35	0.0004144011	0.0452555190	0.0213753982	0.1948573708	0.1889843910	0.0311802151	0.4504726790	0.4820672951	-0.1214754581	-0.0003240108	-0.0138038397	1        	1
36	0.0006927841	0.0439725099	0.0213234860	0.1988848280	0.1893299131	0.0311034869	0.4535107370	0.4853070080	-0.1265966892	0.0005419254	-0.0155514479	1        	1
37	0.0004230649	0.0466155610	0.0177981951	0.1956744629	0.1894709810	0.0312138780	0.4495592001	0.4811961430	-0.1379188299	-0.0014293194	-0.0143218040	1        	1
38	0.0005426521	0.0458065900	0.0177963630	0.1948692270	0.1903526280	0.0303868020	0.4488248080	0.4797542621	-0.1486172676	-0.0021607876	-0.0135711432	1        	1
39	0.0004225741	0.0461221919	0.0204681631	0.2003657450	0.1902466950	0.0314130120	0.4572027950	0.4890383810	-0.1521279812	-0.0029575825	-0.0169794559	1        	1
40	0.0005609221	0.0464828750	0.0283486580	0.1951885610	0.1905689868	0.0309462510	0.4605890808	0.4920962539	-0.1617566347	-0.0045909882	-0.0162603855	1        	1
41	0.0003820520	0.0455902710	0.0283345021	0.1950862180	0.1909335789	0.0312086921	0.4599445700	0.4915353141	-0.1722389460	-0.0057079792	-0.0145390034	1        	1
42	0.0004399640	0.0449149420	0.0169644528	0.1961932292	0.1914736819	0.0311417021	0.4495463059	0.4811279720	-0.1852970123	-0.0042004585	-0.0122995377	1        	1
43	0.0006195609	0.0441347510	0.0213339461	0.1947996998	0.1908638231	0.0306693520	0.4511322200	0.4824211330	-0.1921383142	-0.0037894249	-0.0089744329	1        	1
44	0.0003825000	0.0483478920	0.0213599110	0.1961448260	0.1908501950	0.0313545060	0.4567028240	0.4884398300	-0.1988751888	-0.0043103695	-0.0110759735	1        	1
45	0.0006249500	0.0436648871	0.0204411699	0.1960702180	0.1908501231	0.0309479169	0.4510263980	0.4825992649	-0.2067421675	-0.0023980141	-0.0073618889	1        	1
46	0.0004620701	0.0476049259	0.0205141651	0.1958220580	0.1911845261	0.0304278459	0.4551256751	0.4860155911	-0.2126958370	-0.0018172264	-0.0072638988	1        	1
47	0.0006578029	0.0449765080	0.0178208980	0.1977767700	0.1911648370	0.0311280042	0.4517390130	0.4835248201	-0.2157866955	-0.0035765171	-0.0075595379	1        	1
48	0.0003815400	0.0477757130	0.0213515840	0.1965832289	0.1913285411	0.0300718760	0.4570390671	0.4874924831	-0.2203511000	-0.0038437843	-0.0064829588	1        	1
49	0.0006483442	0.0436819349	0.0213923310	0.1957622319	0.1915168050	0.0318606861	0.4523533029	0.4848623332	-0.2282371521	-0.0026321411	-0.0056756735	1        	1
50	0.0004363321	0.0464709089	0.0213828511	0.1959943620	0.1915427300	0.0301469539	0.4553908519	0.4859741379	-0.2426664829	-0.0029656887	-0.0007635355	1        	1
51	0.0006654130	0.0483812380	0.0219293679	0.1951607370	0.1917491991	0.0299008850	0.4572205420	0.4877868399	-0.2401306629	-0.0030000210	-0.0037456751	1        	1
52	0.0004241432	0.0442115760	0.0248281721	0.1965963298	0.1919725791	0.0312246990	0.4576086570	0.4892574991	-0.2446237803	-0.0026624203	-0.0044888258	1        	1
53	0.0006620300	0.0445142740	0.0249154051	0.1964156649	0.1922212271	0.0304233609	0.4580665710	0.4891519619	-0.2465749979	-0.0050346851	-0.0077358484	1        	1
54	0.0004242619	0.0451149431	0.0240707670	0.1965946020	0.1919167819	0.0310611872	0.4576970940	0.4891825430	-0.2590380907	-0.0066354275	-0.0019574165	1        	1
55	0.0005662928	0.0454224080	0.0285002901	0.1967363250	0.1921869889	0.0300868540	0.4628460121	0.4934991589	-0.2615225315	-0.0060439110	-0.0022735596	1        	1
56	0.0004454611	0.0435822399	0.0169758659	0.1967054710	0.1924726481	0.0309142510	0.4497362250	0.4810959371	-0.2814625502	-0.0054101944	0.0069093704	1        	1
57	0.0004257010	0.0482734081	0.0214739309	0.1955015240	0.1922605401	0.0311229969	0.4575094031	0.4890581011	-0.2863948345	-0.0079278946	0.0075136423	1        	1
58	0.0006256679	0.0434028651	0.0311887120	0.1952198439	0.1922312840	0.0308392271	0.4620427049	0.4935075999	-0.2963447571	-0.0088973045	0.0102869272	1        	1
59	0.0004719722	0.0468574478	0.0214992170	0.1965753040	0.1925077641	0.0322534880	0.4574397330	0.4901651931	-0.3101141453	-0.0064523220	0.0159243345	1        	1
60	0.0006564730	0.0466685679	0.0356777580	0.1996879401	0.1927268510	0.0304957959	0.4747611170	0.5059133859	-0.3129763603	-0.0080792904	0.0140355825	1        	1
61	0.0004327390	0.0437134788	0.0250924181	0.1958010041	0.1932221260	0.0321246940	0.4578290270	0.4903864600	-0.3197162151	-0.0097899437	0.0137981176	1        	1
62	0.0005242219	0.0486675019	0.0206757982	0.1971393370	0.1937960240	0.0307943609	0.4602786610	0.4915972438	-0.3434174061	-0.0093414783	0.0241175890	1        	1
63	0.0004300410	0.0479838431	0.0207236840	0.2017086989	0.1944662479	0.0308390551	0.4648824739	0.4961515700	-0.3521655798	-0.0105447769	0.0252525806	1        	1
64	0.0006310130	0.0446114850	0.0252315139	0.1983218300	0.1950020790	0.0307522491	0.4631669079	0.4945501699	-0.3647583723	-0.0092728138	0.0298191309	1        	1
65	0.0004267490	0.0476373129	0.0198901421	0.2006390819	0.1957151110	0.0306337981	0.4638816479	0.4949421950	-0.3784682751	-0.0094842911	0.0335332155	1        	1
66	0.0006439979	0.0449438579	0.0252617931	0.1992650321	0.1962740058	0.0305831642	0.4657446889	0.4969718510	-0.3892025948	-0.0082263947	0.0355015993	1        	1
67	0.0003822469	0.0476607881	0.0216887880	0.2018180201	0.1969383338	0.0318791631	0.4681059299	0.5003673399	-0.3997895718	-0.0055541992	0.0377253294	1        	1
68	0.0006973471	0.0486898709	0.0217316512	0.2010388009	0.1970658042	0.0304862799	0.4685261270	0.4997097540	-0.4104712009	-0.0057251453	0.0370358229	1        	1
69	0.0003831470	0.0489218999	0.0253130409	0.2012807201	0.1974110759	0.0321882332	0.4729267368	0.5054981171	-0.4197121859	-0.0056250095	0.0415046215	1        	1
70	0.0006428598	0.0459290051	0.0216001640	0.2025115110	0.1975902768	0.0307574701	0.4676309570	0.4990312869	-0.4286412001	-0.0037744045	0.0411400795	1        	1
71	0.0004293250	0.0466296270	0.0216906480	0.2253992399	0.1979079519	0.0305255940	0.4916274669	0.5225823859	-0.4363555908	-0.0032236576	0.0380668640	1        	1
72	0.0004715640	0.0452107000	0.0205817770	0.2381142951	0.1979077489	0.0306927392	0.5018145209	0.5329788241	-0.4522016048	0.0019533634	0.0410078764	1        	1
73	0.0006676728	0.0488170390	0.0311393351	0.2103208769	0.1981402750	0.0298296551	0.4884175260	0.5189148539	-0.4622108936	0.0034115314	0.0426304340	1        	1
74	0.0004693221	0.0442289710	0.0204999340	0.2139252771	0.1985662868	0.0302170941	0.4772204689	0.5079068851	-0.4644373655	0.0052187443	0.0395019054	1        	1
75	0.0006645501	0.0451083090	0.0203647029	0.2187302411	0.1992907058	0.0326598762	0.4834939588	0.5168183851	-0.4664317369	0.0089850426	0.0366908312	1        	1
76	0.0003813999	0.0467687540	0.0246799060	0.2727817150	0.1999638639	0.0308942981	0.5441942390	0.5754699369	-0.4638717175	0.0121173859	0.0285784006	1        	1
77	0.0006282390	0.0437232831	0.0211337449	0.2467219920	0.2005715840	0.0313596339	0.5121506040	0.5441384770	-0.4646033049	0.0125241280	0.0217373371	1        	1
78	0.0003792499	0.0467328751	0.0202672589	0.2262210492	0.2014474019	0.0298502231	0.4946685850	0.5248980580	-0.4627209902	0.0137183666	0.0145387650	1        	1
79	0.0006279629	0.0440721540	0.0210382482	0.2149996918	0.2013650881	0.0311868759	0.4814751821	0.5132900209	-0.4699445963	0.0169982910	0.0124069452	1        	1
80	0.0003800460	0.0476315680	0.0201498070	0.2376267619	0.2015355700	0.0317115800	0.5069437069	0.5390353329	-0.4730747938	0.0198209286	0.0086779594	1        	1
81	0.0006858951	0.0479411730	0.0209842972	0.2245219010	0.2018659350	0.0311265539	0.4953133061	0.5271257551	-0.4844429493	0.0188009739	0.0116634369	1        	1
82	0.0004840440	0.0442616339	0.0208996811	0.2296663250	0.2030528139	0.0305949280	0.4978804539	0.5289594259	-0.4929854870	0.0189812183	0.0111434460	1        	1
83	0.0006555249	0.0447886540	0.0208014899	0.2430595390	0.2027221222	0.0310407318	0.5113718051	0.5430680618	-0.5010085106	0.0208039284	0.0080058575	1        	1
84	0.0004426599	0.0485296391	0.0206789370	0.2405491339	0.2030789892	0.0309424070	0.5128366991	0.5442217661	-0.5134912729	0.0197079182	0.0081973076	1        	1
85	0.0003815920	0.0461318011	0.0205892699	0.2413412060	0.2028821211	0.0302948519	0.5109443981	0.5416208419	-0.5275375843	0.0204753876	0.0085618496	1        	1
86	0.0006217968	0.0454189330	0.0264502701	0.2569943271	0.2029804068	0.0302050870	0.5318439370	0.5626708209	-0.5419399738	0.0213985443	0.0126085281	1        	1
87	0.0003832530	0.0440141470	0.0204844039	0.2561446640	0.2030187340	0.0301927240	0.5236619490	0.5542379259	-0.5523351431	0.0202035904	0.0122237206	1        	1
88	0.0006334821	0.0469396438	0.0204165340	0.2476185451	0.2030691160	0.0316127280	0.5180438389	0.5502900491	-0.5651301146	0.0205097198	0.0125355721	1        	1
89	0.0004317560	0.0468217910	0.0170337281	0.2602999709	0.2038662920	0.0307714501	0.5280217819	0.5592249881	-0.5741354227	0.0206997395	0.0126849413	1        	1
90	0.0005554741	0.0472234290	0.0203206590	0.2438433899	0.2034232470	0.0310846041	0.5148107249	0.5464508031	-0.5817644596	0.0189821720	0.0114548206	1        	1
91	0.0004383211	0.0439031508	0.0202583680	0.2468765811	0.2034218279	0.0310858171	0.5144599278	0.5459840661	-0.5963553190	0.0176134109	0.0144819021	1        	1
92	0.0006714871	0.0459070939	0.0194015710	0.2399133611	0.2037282099	0.0315738521	0.5089502360	0.5411955751	-0.6117584705	0.0196022987	0.0196548700	1        	1
93	0.0003792690	0.0452667200	0.0168592881	0.2563608519	0.2043592890	0.0308559840	0.5228461490	0.5540814020	-0.6159523726	0.0188400745	0.0162546635	1        	1
94	0.0005392279	0.0483993771	0.0235072179	0.2621229300	0.2038478421	0.0308281300	0.5378773671	0.5692447249	-0.6232981682	0.0163381100	0.0157853365	1        	1
95	0.0004224239	0.0488699700	0.0201035000	0.2601237800	0.2040803621	0.0304487899	0.5331776121	0.5640488260	-0.6363868713	0.0174896717	0.0223495960	1        	1
96	0.0007019399	0.0465807291	0.0192306528	0.2421572891	0.2041463931	0.0317801570	0.5121150641	0.5445971610	-0.6467660069	0.0172390938	0.0218949318	1        	1
97	0.0003806208	0.0442110042	0.0192315560	0.2504609940	0.2043518550	0.0308055840	0.5182554091	0.5494416140	-0.6521592736	0.0143146515	0.0237677097	1        	1
98	0.0006605869	0.0445570291	0.0390370409	0.2488558721	0.2042723841	0.0312046448	0.5367223262	0.5685875579	-0.6669219732	0.0136940479	0.0278782845	1        	1
99	0.0003812970	0.0453429690	0.0199944740	0.2423692259	0.2043161460	0.0313404221	0.5120228149	0.5437445340	-0.6731906533	0.0151998997	0.0309835672	1        	1
100	0.0003836839	0.0484773060	0.0224777760	0.2517311750	0.2047287729	0.0302817221	0.5274150299	0.5580804360	-0.6806296110	0.0147006512	0.0350261927	1        	1
101	0.0005180470	0.0442596981	0.0183479660	0.2560560131	0.2042820938	0.0312666460	0.5229457710	0.5547304640	-0.6896275282	0.0130457878	0.0410113335	1        	1
102	0.0004249541	0.0471024560	0.0199547189	0.2580818231	0.2042620499	0.0309403210	0.5294010479	0.5607663230	-0.6936702132	0.0115759373	0.0426388979	1        	1
103	0.0006372849	0.0465772881	0.0199444708	0.2573788150	0.2040465700	0.0299309420	0.5279471439	0.5585153708	-0.7041432858	0.0108642578	0.0492376089	1        	1
104	0.0003813421	0.0474218400	0.0199004430	0.2557397450	0.2041263699	0.0312068651	0.5271883979	0.5587766052	-0.7166713476	0.0091233253	0.0620412827	1        	1
105	0.0005396770	0.0479192710	0.0165778198	0.2499331520	0.2041746250	0.0320628711	0.5186048679	0.5512074160	-0.7193892002	0.0089623928	0.0638402700	1        	1
106	0.0004199471	0.0473265289	0.0222951709	0.2503106301	0.2043235931	0.0309009850	0.5242559230	0.5555768551	-0.7260773778	0.0097546577	0.0688911676	1        	1
107	0.0006358901	0.0442955459	0.0190781460	0.2454191239	0.2041785321	0.0328372249	0.5129713479	0.5464444628	-0.7264974713	0.0064857006	0.0652053356	1        	1
108	0.0004896109	0.0462053800	0.0230743231	0.2509937580	0.2043516540	0.0312979571	0.5246251151	0.5564126831	-0.7366107702	0.0051534176	0.0736327171	1        	1
109	0.0005494619	0.0479671201	0.0222625791	0.2568042029	0.2042584231	0.0311172560	0.5312923251	0.5629590431	-0.7378147840	0.0053215027	0.0747308731	1        	1
110	0.0003829550	0.0464018190	0.0189501611	0.2606910679	0.2042081491	0.0310105169	0.5302511971	0.5616446689	-0.7468816042	0.0046408176	0.0830572844	1        	1
111	0.0006683380	0.0455578011	0.0390648178	0.2602189591	0.2040444270	0.0307278649	0.5488860051	0.5802822080	-0.7531741858	0.0034050941	0.0897345543	1        	1
112	0.0003833640	0.0453834131	0.0196824549	0.2594411471	0.2039476309	0.0307533441	0.5284546460	0.5595913541	-0.7600563765	0.0038516521	0.0976070166	1        	1
113	0.0004355500	0.0457291668	0.0188653201	0.2531000949	0.2038469221	0.0300899239	0.5215415040	0.5520669778	-0.7652361393	0.0037474632	0.1017954350	1        	1
114	0.0006519700	0.0445592189	0.0220759611	0.2689521990	0.2038634189	0.0300167389	0.5394507980	0.5701195069	-0.7748705745	0.0034928322	0.1141020060	1        	1
115	0.0004266838	0.0452642941	0.0196090080	0.2670479130	0.2037293098	0.0313557961	0.5356505250	0.5674330050	-0.7767069340	0.0034217834	0.1159089804	1        	1
116	0.0012081652	0.0455089549	0.0164011570	0.2712495769	0.2037351190	0.0293334231	0.5368948078	0.5674363961	-0.7861099839	0.0060818195	0.1279898882	1        	1
117	0.0004279211	0.0471667210	0.0187558760	0.2402886481	0.2036630970	0.0312955100	0.5098743420	0.5415977731	-0.7940186858	0.0091090202	0.1383925676	1        	1
118	0.0007106671	0.0514893308	0.0380004861	0.2674769990	0.2041348249	0.0320080181	0.5611016408	0.5938203260	-0.7998570204	0.0075607300	0.1425597668	1        	1
119	0.0004330440	0.0443135879	0.0379516790	0.2727653482	0.2032792249	0.0307773810	0.5583098400	0.5895202651	-0.8061850071	0.0070784092	0.1495316029	1        	1
120	0.0005446339	0.0443611690	0.0284220132	0.2607952319	0.2028620960	0.0303731861	0.5364405101	0.5673583301	-0.8132866621	0.0082499981	0.1577541828	1        	1
121	0.0004306890	0.0459425431	0.0187424349	0.2501186451	0.2028644390	0.0301762049	0.5176680621	0.5482749559	-0.8223967552	0.0078740120	0.1755967140	1        	1
122	0.0006592590	0.0467452309	0.0193322690	0.2674915032	0.2028402309	0.0313897941	0.5364092339	0.5684582870	-0.8239197135	0.0091876984	0.1764297485	1        	1
123	0.0003809419	0.0475445332	0.0385019400	0.2699246618	0.2026180930	0.0312362472	0.5585892280	0.5902064170	-0.8295502067	0.0134553909	0.1827466488	1        	1
124	0.0006952530	0.0472822930	0.0226234391	0.2684543049	0.2028707061	0.0311513168	0.5412307431	0.5730773129	-0.8394299746	0.0142099857	0.1986442804	1        	1
125	0.0004744271	0.0457345180	0.0178842619	0.2716377091	0.2027866829	0.0313838001	0.5380431719	0.5699013991	-0.8439039588	0.0141398907	0.2036945820	1        	1
126	0.0007005599	0.0456513490	0.0194766971	0.2841257199	0.2024712691	0.0307790390	0.5517250351	0.5832046340	-0.8485340476	0.0152847767	0.2109603882	1        	1
127	0.0004297139	0.0440796970	0.0186579491	0.2533470250	0.2026023180	0.0307549930	0.5186869891	0.5498716959	-0.8579335213	0.0162308216	0.2279727459	1        	1
128	0.0004424641	0.0441003020	0.0194134100	0.2679932108	0.2025151162	0.0301926669	0.5340220390	0.5646571701	-0.8634613156	0.0160412788	0.2337015867	1        	1
129	0.0006354530	0.0467990511	0.0192300349	0.2524198890	0.2022314121	0.0316079049	0.5206803870	0.5529237450	-0.8675763011	0.0163872242	0.2404127121	1        	1
130	0.0004260619	0.0453479269	0.0217618290	0.2432666430	0.2026909371	0.0315560389	0.5130673361	0.5450494369	-0.8762350082	0.0162072182	0.2585847378	1        	1
131	0.0006785709	0.0478161841	0.0193053870	0.2625916640	0.2029204329	0.0312861272	0.5326336680	0.5645983662	-0.8799489737	0.0166203976	0.2626652718	1        	1
132	0.0003845280	0.0453515148	0.0193614441	0.2513513891	0.2033902500	0.0305180110	0.5194545980	0.5503571369	-0.8799400926	0.0163817406	0.2603585720	1        	1
133	0.0007048270	0.0451302049	0.0224996919	0.2431351091	0.2029250141	0.0312962278	0.5136900200	0.5456910748	-0.8906124234	0.0166125298	0.2794555426	1        	1
134	0.0003832870	0.0474710141	0.0184857531	0.2451108140	0.2033641280	0.0311005579	0.5144317092	0.5459155540	-0.8993579149	0.0191500187	0.2958505154	1        	1
135	0.0007230870	0.0441665100	0.0192744071	0.2498646060	0.2039234890	0.0310517421	0.5172290120	0.5490038411	-0.9024977088	0.0196111202	0.2997953892	1        	1
136	0.0003806760	0.0447495899	0.0185456851	0.2514732659	0.2044128480	0.0324340870	0.5191813889	0.5519961519	-0.9096370935	0.0196607113	0.3119940758	1        	1
137	0.0006575789	0.0488143540	0.0192165670	0.2486106320	0.2051218930	0.0319031309	0.5217634460	0.5543241559	-0.9148633480	0.0199754238	0.3211989403	1        	1
138	0.0004363090	0.0465948770	0.0184304500	0.2477056761	0.2057384348	0.0315281502	0.5184694380	0.5504338972	-0.9205377102	0.0191147327	0.3259441853	1        	1
139	0.0005577339	0.0462824411	0.0152483939	0.2559055372	0.2062351468	0.0299846360	0.5236715190	0.5542138889	-0.9269016981	0.0169804096	0.3311314583	1        	1
140	0.0004692860	0.0494102100	0.0246123672	0.2572370889	0.2071091840	0.0317309031	0.5383688500	0.5705690391	-0.9359910488	0.0175797939	0.3453578949	1        	1
141	0.0006473900	0.0437230610	0.0215243502	0.2613007950	0.2076944278	0.0315754162	0.5342426340	0.5664654402	-0.9415550828	0.0188477039	0.3509374857	1        	1
142	0.0004769228	0.0456403980	0.0183603209	0.2590605181	0.2083810430	0.0311502218	0.5314422802	0.5630694248	-0.9508494139	0.0189850330	0.3656667471	1        	1
143	0.0004394110	0.0439859789	0.0183060290	0.2554632160	0.2093224321	0.0309334900	0.5270776560	0.5584505571	-0.9559211135	0.0209634304	0.3756461143	1        	1
144	0.0005141650	0.0446729069	0.0182619151	0.2559602920	0.2097882919	0.0308186552	0.5286834058	0.5600162260	-0.9623563886	0.0227611065	0.3835700750	1        	1
145	0.0003852239	0.0446690239	0.0182535551	0.2536276879	0.2102348830	0.0298163050	0.5267851499	0.5569866789	-0.9678171873	0.0217359066	0.3902837038	1        	1
146	0.0005883481	0.0461480189	0.0221529221	0.2581696420	0.2109609279	0.0301661601	0.5374315109	0.5681860191	-0.9736863971	0.0219638348	0.3996917009	1        	1
147	0.0004602850	0.0472090710	0.0196350480	0.2568678791	0.2115207838	0.0313980940	0.5352327819	0.5670911609	-0.9840663075	0.0212154388	0.4205629826	1        	1
148	0.0006386649	0.0486257989	0.0189625630	0.2623989680	0.2120419811	0.0312969901	0.5420293109	0.5739649660	-0.9854173660	0.0208568573	0.4239903688	1        	1
149	0.0004360268	0.0466102571	0.0189621509	0.2616956721	0.2124863020	0.0313534141	0.5397543821	0.5715438230	-0.9897698164	0.0216798782	0.4350272417	1        	1
150	0.0007278530	0.0456478819	0.0189728811	0.2700618939	0.2134673330	0.0310438611	0.5481499899	0.5799217040	-0.9934672713	0.0214459896	0.4437766075	1        	1
151	0.0003794350	0.0457645629	0.0181723591	0.2684219030	0.2131526119	0.0309124470	0.5455114369	0.5768033189	-0.9969970584	0.0219264030	0.4534920454	1        	1
152	0.0005532720	0.0473819850	0.0150424729	0.2734133340	0.2135883709	0.0302077781	0.5494261628	0.5801872129	-0.9999294281	0.0231945515	0.4643563032	1        	1
153	0.0003832469	0.0473621900	0.0367196039	0.2618976552	0.2139344709	0.0298850560	0.5599139200	0.5901822229	-1.0035786629	0.0221481323	0.4728881121	1        	1
154	0.0006990188	0.0478123780	0.0181335921	0.2734123070	0.2142735159	0.0318058871	0.5536317930	0.5861366990	-1.0081965923	0.0217382908	0.4851865768	1        	1
155	0.0004416760	0.0439817759	0.0181559350	0.2650188981	0.2147344591	0.0311832810	0.5418910680	0.5735160250	-1.0097806454	0.0206174850	0.4928076267	1        	1
156	0.0003798970	0.0473520290	0.0188327581	0.2648726529	0.2152059281	0.0309890199	0.5462633681	0.5776322850	-1.0144572258	0.0217139721	0.5077428818	1        	1
157	0.0006265761	0.0485077219	0.0181007211	0.2619441219	0.2154990691	0.0307190111	0.5440516339	0.5753972211	-1.0165556669	0.0223355293	0.5183796883	1        	1
158	0.0004287791	0.0457063259	0.0188273620	0.2656225590	0.2160107410	0.0310716941	0.5461669879	0.5776674610	-1.0197782516	0.0226032734	0.5349107981	1        	1
159	0.0006583910	0.0467967028	0.0180507661	0.2758152529	0.2163138431	0.0313220539	0.5569765649	0.5889570098	-1.0203802586	0.0219049454	0.5426775217	1        	1
160	0.0003807610	0.0473603150	0.0179997908	0.2667854351	0.2174435731	0.0315154770	0.5495891140	0.5814853520	-1.0215978622	0.0232310295	0.5581541061	1        	1
161	0.0006390221	0.0465576488	0.0210614130	0.2744065931	0.2172044800	0.0305552811	0.5592301348	0.5904244380	-1.0212886333	0.0238549709	0.5688965321	1        	1
