frame	acquisition	preprocessing	tracking	integration	raycasting	rendering	computation	total    	X          	Y          	Z         	tracked   	integrated
36	0.0006385108	0.0516583011	0.0213237628	0.1997791112	0.1319771679	0.1954405899	0.4047383431	0.6008174438	-0.1265964508	0.0005419254	-0.0155513287	1        	1
37	0.0003153740	0.0426839760	0.0177175230	0.2026223929	0.1335392010	0.0009482419	0.3965630929	0.3978267089	-0.1379135847	-0.0014290810	-0.0143221617	1        	1
38	0.0005112810	0.0454110601	0.0177971141	0.2015356240	0.1334684910	0.0015132409	0.3982122892	0.4002368110	-0.1486209631	-0.0021603107	-0.0135712624	1        	1
39	0.0003936139	0.0470926492	0.0204736500	0.2006053769	0.1344058020	0.0015650680	0.4025774780	0.4045361599	-0.1521446705	-0.0029489994	-0.0169776678	1        	1
40	0.0006380060	0.0499152238	0.0284524751	0.2021454980	0.1357863911	0.1959300658	0.4162995880	0.6128676599	-0.1617605686	-0.0045905113	-0.0162595510	1        	1
41	0.0003128052	0.0429867150	0.0282747878	0.2028869961	0.1382661851	0.0015823639	0.4124146840	0.4143098530	-0.1722579002	-0.0057070255	-0.0145387650	1        	1
42	0.0004019889	0.0526026392	0.0176963159	0.2004718101	0.1357783319	0.0009389070	0.4065490970	0.4078899929	-0.1853083372	-0.0041987896	-0.0122997761	1        	1
43	0.0004728581	0.0457803509	0.0213043471	0.2031390090	0.1369781001	0.0015682019	0.4072018070	0.4092428670	-0.1921561956	-0.0037875175	-0.0089751482	1        	1
44	0.0004103221	0.0478868128	0.0213304411	0.2019954179	0.1383039700	0.1956690191	0.4095166419	0.6055959831	-0.1988848448	-0.0043087006	-0.0110763311	1        	1
45	0.0004766639	0.0430689801	0.0203208860	0.2010881109	0.1376706611	0.0015088199	0.4021486382	0.4041341220	-0.2067209482	-0.0024006367	-0.0073622465	1        	1
46	0.0003907429	0.0478925270	0.0204699000	0.2027074480	0.1383150180	0.0009176231	0.4093848930	0.4106932590	-0.2126940489	-0.0018153191	-0.0072638988	1        	1
47	0.0004983169	0.0457605820	0.0178080611	0.2019384319	0.1401490890	0.0009126130	0.4056561640	0.4070670940	-0.2157870531	-0.0035767555	-0.0075597763	1        	1
48	0.0003289031	0.0473801859	0.0213222899	0.2032436570	0.1396947049	0.1958806152	0.4116408378	0.6078503560	-0.2203533649	-0.0038452148	-0.0064828396	1        	1
49	0.0004777771	0.0429738609	0.0206008721	0.2016576938	0.1414509101	0.0015545920	0.4066833369	0.4087157061	-0.2282546759	-0.0026299953	-0.0056754351	1        	1
50	0.0004010920	0.0507001979	0.0213234629	0.2016153522	0.1415429830	0.0009106018	0.4151819961	0.4164936899	-0.2426787615	-0.0029649734	-0.0007641315	1        	1
51	0.0005478810	0.0456081040	0.0248479999	0.2017451080	0.1407585721	0.0015640950	0.4129597840	0.4150717601	-0.2401401997	-0.0029981136	-0.0037455559	1        	1
52	0.0004063658	0.0443456471	0.0212895500	0.2028423490	0.1418150570	0.2002202380	0.4102926031	0.6109192069	-0.2446326017	-0.0026588440	-0.0044900179	1        	1
53	0.0005739729	0.0427771811	0.0212304089	0.2035948380	0.1419707548	0.0015830961	0.4095731829	0.4117302520	-0.2465713024	-0.0050332546	-0.0077357292	1        	1
54	0.0003946021	0.0481687721	0.0239019368	0.2031502521	0.1420656641	0.0015714599	0.4172866251	0.4192526871	-0.2590373755	-0.0066339970	-0.0019580126	1        	1
55	0.0006452810	0.0484741700	0.0355416380	0.2022749321	0.1435913718	0.0009180231	0.4298821120	0.4314454161	-0.2615272999	-0.0060527325	-0.0022748709	1        	1
56	0.0003313420	0.0460221460	0.0178253960	0.2035520389	0.1458604080	0.1972349931	0.4132599889	0.6108263240	-0.2814546824	-0.0054085255	0.0069100857	1        	1
57	0.0003039069	0.0428253151	0.0213164419	0.2037842551	0.1434532909	0.0015235969	0.4113793031	0.4132068069	-0.2863992453	-0.0079278946	0.0075138807	1        	1
58	0.0006172680	0.0455673670	0.0240839329	0.2010832881	0.1455265561	0.0015150299	0.4162611440	0.4183934419	-0.2963490486	-0.0088973045	0.0102872849	1        	1
59	0.0004079200	0.0464165360	0.0285842421	0.2039210971	0.1435384769	0.0015731039	0.4224603521	0.4244413760	-0.3100844622	-0.0064513683	0.0159261227	1        	1
60	0.0006249710	0.0492282689	0.0285688930	0.2020477280	0.1477449080	0.2000052261	0.4275897979	0.6282199949	-0.3129856586	-0.0080749989	0.0140372515	1        	1
61	0.0003287818	0.0428826632	0.0275458549	0.2041780900	0.1476529189	0.0009169872	0.4222595270	0.4235052960	-0.3196743727	-0.0097908974	0.0137988329	1        	1
62	0.0004946999	0.0471125070	0.0205181630	0.2059476599	0.1502586901	0.0009075908	0.4238370201	0.4252393108	-0.3434140682	-0.0093400478	0.0241187811	1        	1
63	0.0003324540	0.0441682599	0.0205510880	0.2067983779	0.1541853100	0.0015813271	0.4257030359	0.4276168169	-0.3521749973	-0.0105440617	0.0252535343	1        	1
64	0.0006134980	0.0468178999	0.0250951110	0.2093822770	0.1537248301	0.2031911770	0.4350201180	0.6388247930	-0.3647670746	-0.0092740059	0.0298194885	1        	1
65	0.0003123640	0.0431008891	0.0215191580	0.2093959739	0.1569662751	0.0015639439	0.4309822961	0.4328586040	-0.3784760237	-0.0094835758	0.0335345268	1        	1
66	0.0006347869	0.0460414230	0.0250914670	0.2107462590	0.1586502590	0.0015656981	0.4405294079	0.4427298929	-0.3892031908	-0.0082249641	0.0355038643	1        	1
67	0.0004053640	0.0499707391	0.0215398159	0.2140089332	0.1609503229	0.0008918301	0.4464698110	0.4477670051	-0.3997997046	-0.0055499077	0.0377278328	1        	1
68	0.0005382879	0.0442873000	0.0216957731	0.2106643240	0.1614861831	0.2027342159	0.4381335801	0.6414060839	-0.4104808569	-0.0057237148	0.0370370150	1        	1
69	0.0003090769	0.0432158732	0.0251060070	0.2116413119	0.1626529382	0.0015583769	0.4426161302	0.4444835840	-0.4197179079	-0.0056235790	0.0415060520	1        	1
70	0.0006464829	0.0479246681	0.0215631439	0.2111190800	0.1614984521	0.0009041340	0.4421053440	0.4436559610	-0.4286428690	-0.0037727356	0.0411415100	1        	1
71	0.0003329478	0.0444507571	0.0216472410	0.2167282039	0.1613782120	0.0014986400	0.4442044140	0.4460360019	-0.4363617897	-0.0032222271	0.0380681753	1        	1
72	0.0003958340	0.0482215709	0.0205430980	0.2102023661	0.1624588489	0.2049849841	0.4414258839	0.6468067020	-0.4522068501	0.0019547939	0.0410093069	1        	1
73	0.0004685558	0.0433124772	0.0309423408	0.2162879810	0.1619692780	0.0015243150	0.4525120771	0.4545049479	-0.4622031450	0.0034165382	0.0426321030	1        	1
74	0.0004081021	0.0474804288	0.0213501912	0.2157459389	0.1616095051	0.0015160800	0.4461860640	0.4481102461	-0.4644404650	0.0052208900	0.0395025015	1        	1
75	0.0006198050	0.0482648900	0.0203511571	0.2193312179	0.1639458481	0.0014804930	0.4518931131	0.4539934110	-0.4664363861	0.0089864731	0.0366915464	1        	1
76	0.0003932239	0.0461451469	0.0246384630	0.2222916801	0.1639558601	0.2080511709	0.4570311501	0.6654755450	-0.4638760090	0.0121183395	0.0285791159	1        	1
77	0.0005242121	0.0430896240	0.0209660269	0.2210235151	0.1666401469	0.0014603790	0.4517193129	0.4537039041	-0.4646043777	0.0125253201	0.0217378139	1        	1
78	0.0003942710	0.0517491850	0.0202424361	0.2237847049	0.1652977949	0.0014568781	0.4610741208	0.4629252700	-0.4627242088	0.0137209892	0.0145395994	1        	1
79	0.0006323180	0.0446386689	0.0210079551	0.2245572479	0.1660574251	0.0014463940	0.4562612970	0.4583400090	-0.4699486494	0.0170001984	0.0124081373	1        	1
80	0.0004020100	0.0454575000	0.0201252950	0.2230333260	0.1682835000	0.2155503340	0.4568996211	0.6728519651	-0.4730845690	0.0198230743	0.0086791515	1        	1
81	0.0005616960	0.0429017318	0.0208309551	0.2244232949	0.1688323901	0.0014283569	0.4569883719	0.4589784248	-0.4844481945	0.0188026428	0.0116643906	1        	1
82	0.0004035342	0.0445219888	0.0211480921	0.2272588110	0.1704281410	0.0014181989	0.4633570330	0.4651787661	-0.4929910898	0.0189831257	0.0111446381	1        	1
83	0.0006405679	0.0469247140	0.0206318931	0.2334331640	0.1735773371	0.0008896911	0.4745671081	0.4760973670	-0.5010201931	0.0208048820	0.0080070496	1        	1
84	0.0003281019	0.0473307462	0.0240609408	0.2377172750	0.1757376390	0.2101451352	0.4848466010	0.6953198381	-0.5134602785	0.0197100639	0.0082005262	1        	1
85	0.0003092079	0.0429962960	0.0237997579	0.2320747240	0.1765841900	0.0014522059	0.4754549679	0.4772163818	-0.5275518894	0.0204756260	0.0085635185	1        	1
86	0.0006238541	0.0476282020	0.0230710169	0.2352678280	0.1774566590	0.0008415231	0.4834237059	0.4848890831	-0.5419399738	0.0213983059	0.0126110315	1        	1
87	0.0003470040	0.0436714429	0.0204525150	0.2330323691	0.1786608761	0.0014318218	0.4758172031	0.4775960289	-0.5523346663	0.0202047825	0.0122259855	1        	1
88	0.0006351199	0.0515809641	0.0203010021	0.2387188440	0.1814904769	0.2170602460	0.4920912872	0.7097866531	-0.5651276112	0.0205118656	0.0125373602	1        	1
89	0.0003080280	0.0430370960	0.0169018621	0.2361720710	0.1819200690	0.0014213119	0.4780310981	0.4797604380	-0.5741343498	0.0206990242	0.0126866102	1        	1
90	0.0006175132	0.0464833169	0.0203009930	0.2391207400	0.1818624190	0.0013689541	0.4877674689	0.4897539362	-0.5817656517	0.0189833641	0.0114566088	1        	1
91	0.0004063039	0.0468067641	0.0202330169	0.2409284480	0.1844339878	0.0014273941	0.4924022169	0.4942359149	-0.5963577032	0.0176143646	0.0144835711	1        	1
92	0.0006276530	0.0496464281	0.0201796640	0.2387402081	0.1845660920	0.2211487289	0.4931323922	0.7149087740	-0.6117604971	0.0196032524	0.0196561813	1        	1
93	0.0003086671	0.0432056971	0.0167424870	0.2400705600	0.1876057670	0.0014078240	0.4876245111	0.4893410022	-0.6159542799	0.0188407898	0.0162562132	1        	1
94	0.0006386838	0.0474362681	0.0233323839	0.2416360332	0.1881470750	0.0014264619	0.5005517602	0.5026169058	-0.6233006716	0.0163393021	0.0157871246	1        	1
95	0.0003900388	0.0461359031	0.0200691260	0.2417976859	0.1895846801	0.0008363100	0.4975873951	0.4988137439	-0.6363891363	0.0174899101	0.0223510265	1        	1
96	0.0005261570	0.0453879070	0.0191129951	0.2390051500	0.1910764109	0.2185660820	0.4945824631	0.7136747020	-0.6467688680	0.0172402859	0.0218964815	1        	1
97	0.0003432471	0.0432217610	0.0190981289	0.2406220851	0.1917844031	0.0014137470	0.4947263780	0.4964833721	-0.6521632671	0.0143153667	0.0237690210	1        	1
98	0.0006471630	0.0465203898	0.0397321521	0.2443225300	0.1915572819	0.0013538450	0.5221323539	0.5241333619	-0.6669223905	0.0136947632	0.0278793573	1        	1
99	0.0003894791	0.0497395741	0.0203733488	0.2543116901	0.1943145359	0.0014214390	0.5187391490	0.5205500671	-0.6731934547	0.0152013302	0.0309845209	1        	1
100	0.0003957839	0.0493665012	0.0228467840	0.2461637880	0.1922656179	0.2184135059	0.5106426910	0.7294519809	-0.6806308627	0.0147013664	0.0350277424	1        	1
101	0.0005211609	0.0432800751	0.0184950889	0.2437849219	0.1935515150	0.0013520750	0.4991116009	0.5009848368	-0.6896266937	0.0130472183	0.0410127640	1        	1
102	0.0004092620	0.0490754871	0.0202692649	0.2449378890	0.1950694039	0.0013529351	0.5093520449	0.5111142420	-0.6936712861	0.0115776062	0.0426399708	1        	1
103	0.0006718528	0.0483029741	0.0197871730	0.2442845770	0.1958707310	0.0014124019	0.5082454551	0.5103297099	-0.7041416764	0.0108652115	0.0492390394	1        	1
104	0.0003933390	0.0482501441	0.0197730148	0.2487260501	0.1962865000	0.2161163429	0.5130357090	0.7295453909	-0.7166533470	0.0091288090	0.0620430708	1        	1
105	0.0005340639	0.0432640042	0.0164992718	0.2496849350	0.1962447711	0.0013505230	0.5056929821	0.5075775690	-0.7193868756	0.0089626312	0.0638417006	1        	1
106	0.0003937869	0.0496846510	0.0259761321	0.2443721439	0.1975299520	0.0013475369	0.5175628790	0.5193042029	-0.7260724902	0.0097558498	0.0688927174	1        	1
107	0.0006362160	0.0499033590	0.0181376389	0.2424361999	0.1989609580	0.0014030091	0.5094381559	0.5114773810	-0.7264957428	0.0064868927	0.0652071238	1        	1
108	0.0003901620	0.0492220770	0.0234796910	0.2521666030	0.2011950619	0.2143406300	0.5260634329	0.7407942249	-0.7366253734	0.0051519871	0.0736337900	1        	1
109	0.0005001740	0.0432886628	0.0226395370	0.2450767730	0.2019234342	0.0008432649	0.5129284069	0.5142718458	-0.7378149629	0.0053226948	0.0747324228	1        	1
110	0.0003353099	0.0449567849	0.0188342880	0.2484251591	0.2030406860	0.0013543421	0.5152569180	0.5169465700	-0.7468776703	0.0046415329	0.0830582380	1        	1
111	0.0006231510	0.0480247310	0.0232913252	0.2487676528	0.2034475971	0.0008413191	0.5235313061	0.5249957761	-0.7531600595	0.0034058094	0.0897361040	1        	1
112	0.0003328340	0.0439173130	0.0233407530	0.2575166810	0.2071524530	0.2201268259	0.5319272000	0.7523868599	-0.7600362897	0.0038497448	0.0976066589	1        	1
113	0.0003072061	0.0433734569	0.0187386770	0.2424750021	0.2068469839	0.0014158911	0.5114341199	0.5131572171	-0.7652552724	0.0037534237	0.1017949581	1        	1
114	0.0006033799	0.0477127722	0.0224768580	0.2537639390	0.2067442960	0.0014135079	0.5306978652	0.5327147529	-0.7748592496	0.0034954548	0.1141021252	1        	1
115	0.0003977830	0.0463973149	0.0199413090	0.2483781602	0.2104435610	0.0014131360	0.5251603450	0.5269712640	-0.7767217159	0.0034215450	0.1159104109	1        	1
116	0.0006172180	0.0446713411	0.0166771968	0.2519651831	0.2115656370	0.2207298169	0.5248793580	0.7462263929	-0.7861127853	0.0060844421	0.1279911995	1        	1
117	0.0003081961	0.0433708979	0.0186354690	0.2497851441	0.2114377629	0.0013960670	0.5232292740	0.5249335370	-0.7940250635	0.0091145039	0.1383936405	1        	1
118	0.0006291452	0.0471031440	0.0321934170	0.2487777830	0.2115784660	0.0008171489	0.5396528100	0.5410991041	-0.7998567820	0.0075659752	0.1425603628	1        	1
119	0.0003297690	0.0450531710	0.0386713520	0.2513200960	0.2124887870	0.0013843370	0.5475334059	0.5492475119	-0.8061999083	0.0070803165	0.1495321989	1        	1
120	0.0012027600	0.0466811170	0.0282836219	0.2463668571	0.2142964271	0.2157175390	0.5356280231	0.7525483221	-0.8132868409	0.0082583427	0.1577564478	1        	1
121	0.0003159400	0.0434435061	0.0190669969	0.2461005051	0.2130998350	0.0013808100	0.5217108431	0.5234075931	-0.8223870397	0.0078785419	0.1755983829	1        	1
122	0.0006384330	0.0490351710	0.0186005051	0.2519038699	0.2141054459	0.0013767772	0.5336449919	0.5356602021	-0.8239260912	0.0091891289	0.1764299870	1        	1
123	0.0004105340	0.0520005561	0.0375285889	0.2474668829	0.2144318870	0.0013742570	0.5514279150	0.5532127060	-0.8295533061	0.0134575367	0.1827465296	1        	1
124	0.0006445050	0.0495009129	0.0230412271	0.2441562288	0.2168127790	0.2176111070	0.5335111478	0.7517667599	-0.8394434452	0.0142128468	0.1986436844	1        	1
125	0.0003550220	0.0433745340	0.0177902700	0.2397955249	0.2192747591	0.0013797691	0.5202350880	0.5219698790	-0.8439043760	0.0141458511	0.2036943436	1        	1
126	0.0006457230	0.0473892239	0.0185668250	0.2490313891	0.2189666680	0.0013378758	0.5339541060	0.5359377048	-0.8485383391	0.0152893066	0.2109624147	1        	1
127	0.0004035521	0.0444048580	0.0194296509	0.2508549471	0.2205061999	0.0013748880	0.5351956559	0.5369740960	-0.8579366803	0.0162355900	0.2279731035	1        	1
128	0.0004065491	0.0455083440	0.0193045901	0.2487047010	0.2208288480	0.2189660550	0.5343464829	0.7537190870	-0.8634697199	0.0160427094	0.2336997986	1        	1
129	0.0005004271	0.0433588228	0.0185155112	0.2550873668	0.2213739641	0.0013828359	0.5383356649	0.5402189279	-0.8675860167	0.0163919926	0.2404117584	1        	1
130	0.0004125501	0.0490877710	0.0185740769	0.2470223589	0.2245287062	0.0013824119	0.5392129130	0.5410078750	-0.8762372136	0.0162103176	0.2585837841	1        	1
131	0.0006941201	0.0483829370	0.0192881890	0.2461730081	0.2237174429	0.0013413329	0.5375615770	0.5395970300	-0.8799558878	0.0166254044	0.2626643181	1        	1
132	0.0004451310	0.0486656190	0.0193328981	0.2436032540	0.2252858779	0.2209514971	0.5368876490	0.7582842770	-0.8799439073	0.0163850784	0.2603578568	1        	1
133	0.0005280001	0.0437956799	0.0223454661	0.2464468819	0.2292052270	0.0008407661	0.5417932549	0.5431620211	-0.8906175494	0.0166189671	0.2794561386	1        	1
134	0.0003346871	0.0466109719	0.0184625071	0.2449143270	0.2292349760	0.0013856129	0.5392227820	0.5409430820	-0.8993678093	0.0191543102	0.2958488464	1        	1
135	0.0006274339	0.0472108661	0.0191925911	0.2471184169	0.2312908839	0.0013296171	0.5448127580	0.5467698090	-0.9025079012	0.0196170807	0.2997952700	1        	1
136	0.0003935259	0.0489489581	0.0184289860	0.2393906761	0.2309257609	0.2229494429	0.5376943811	0.7610373499	-0.9096422195	0.0196652412	0.3119941950	1        	1
137	0.0004949670	0.0432810779	0.0190742041	0.2559522160	0.2350274229	0.0013738861	0.5533349209	0.5552037740	-0.9148686528	0.0199785233	0.3211989403	1        	1
138	0.0003935220	0.0455661661	0.0195289920	0.2603895089	0.2366620221	0.0013740340	0.5621466890	0.5639142450	-0.9205460548	0.0191190243	0.3259447813	1        	1
139	0.0006338910	0.0486005449	0.0152585951	0.2682385258	0.2381234712	0.0013722458	0.5702211370	0.5722272738	-0.9269071817	0.0169820786	0.3311313391	1        	1
140	0.0004066420	0.0475628569	0.0183576650	0.2628295030	0.2415845010	0.2235220589	0.5703345260	0.7942632269	-0.9359979630	0.0175824165	0.3453588486	1        	1
141	0.0005053731	0.0432959050	0.0213572630	0.2520317689	0.2431870741	0.0013274180	0.5598720110	0.5617048021	-0.9415638447	0.0188498497	0.3509376049	1        	1
142	0.0004024201	0.0496627840	0.0182363561	0.2692564558	0.2453559081	0.0013800580	0.5825115039	0.5842939820	-0.9508578777	0.0189886093	0.3656666279	1        	1
143	0.0003929969	0.0473107151	0.0182703529	0.2562752170	0.2448163580	0.0013644150	0.5666726429	0.5684300549	-0.9559402466	0.0209708214	0.3756480217	1        	1
144	0.0006227579	0.0479450710	0.0181750690	0.2582184989	0.2469967031	0.2265067950	0.5713353420	0.7984648950	-0.9623622894	0.0227611065	0.3835699558	1        	1
145	0.0003104261	0.0432481410	0.0181572561	0.2571600969	0.2501285791	0.0013632539	0.5686940730	0.5703677530	-0.9678277373	0.0217399597	0.3902835846	1        	1
146	0.0006761851	0.0485426930	0.0225896349	0.2612472021	0.2536997211	0.0008146379	0.5860792510	0.5875700740	-0.9736974835	0.0219669342	0.3996919394	1        	1
147	0.0003291101	0.0485790789	0.0189859001	0.2631882250	0.2537644110	0.0013267011	0.5845176149	0.5861734261	-0.9840736985	0.0212171078	0.4205631018	1        	1
148	0.0006480801	0.0464779739	0.0150177800	0.2623017051	0.2557999580	0.2284306940	0.5795974170	0.8086761911	-0.9854267836	0.0208613873	0.4239914417	1        	1
149	0.0003133700	0.0432867398	0.0188448241	0.2561851980	0.2559476190	0.0013734170	0.5742643808	0.5759511678	-0.9897767305	0.0216841698	0.4350265265	1        	1
150	0.0006273161	0.0493020809	0.0189651831	0.2599187600	0.2579988730	0.0013692989	0.5861848970	0.5881815120	-0.9934790730	0.0214459896	0.4437767267	1        	1
151	0.0003880251	0.0450687159	0.0180511670	0.2616621039	0.2580962910	0.0013230501	0.5828782779	0.5845893531	-0.9970057607	0.0219297409	0.4534920454	1        	1
152	0.0006323128	0.0476634700	0.0149648250	0.2497926690	0.2607427111	0.2294253448	0.5731636751	0.8032213328	-0.9999369383	0.0231978893	0.4643558264	1        	1
153	0.0003121188	0.0433100641	0.0365095939	0.2637990941	0.2633619409	0.0013591950	0.6069806931	0.6086520068	-1.0035880804	0.0221509933	0.4728893042	1        	1
154	0.0006435169	0.0467036550	0.0180234550	0.2662402161	0.2644664948	0.0013578420	0.5954338210	0.5974351799	-1.0081933737	0.0217378139	0.4851839542	1        	1
155	0.0003975839	0.0444586589	0.0181269851	0.2663422511	0.2642562299	0.0013523281	0.5931841249	0.5949340370	-1.0097898245	0.0206227303	0.4928077459	1        	1
156	0.0003950531	0.0454850919	0.0188507740	0.2669702431	0.2667931840	0.2317775160	0.5980992930	0.8302718620	-1.0144641399	0.0217161179	0.5077426434	1        	1
157	0.0005250049	0.0432925371	0.0179605109	0.2703180860	0.2690844580	0.0013565351	0.6006555920	0.6025371321	-1.0165634155	0.0223376751	0.5183805227	1        	1
158	0.0003965320	0.0492380862	0.0180471239	0.2688960801	0.2708625488	0.0013261042	0.6070438391	0.6087664752	-1.0197863579	0.0226030350	0.5349103212	1        	1
159	0.0006076111	0.0444641069	0.0186791241	0.2707845799	0.2714764010	0.0008183401	0.6054042119	0.6068301632	-1.0203876495	0.0219085217	0.5426751375	1        	1
160	0.0003279790	0.0449229761	0.0183068919	0.2556482099	0.2742520841	0.2313206689	0.5931301620	0.8247788099	-1.0216050148	0.0232317448	0.5581545830	1        	1
161	0.0005057990	0.0432590810	0.0209159181	0.2682235620	0.2751457500	0.0013540229	0.6075443111	0.6094041329	-1.0212967396	0.0238578320	0.5688970089	1        	1
